X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
34.769948315254,1
46.53778903602,2
47.03778903602,3
47.53778903602,4
48.03778903602,5
48.53778903602,6
49.03778903602,7
49.53778903602,8
50.03778903602,9
50.53778903602,10
51.03778903602,11
51.53778903602,12
52.03778903602,13
52.53778903602,14
53.03778903602,15
53.53778903602,16
54.03778903602,17
54.53778903602,18
55.03778903602,19
55.53778903602,20
56.03778903602,21
56.53778903602,22
57.03778903602,23
57.53778903602,24
58.03778903602,25
58.53778903602,26
59.03778903602,27
59.53778903602,28
60.03778903602,29
60.53778903602,30
61.03778903602,31
61.53778903602,32
62.03778903602,33
62.53778903602,34
63.03778903602,35
63.53778903602,36
64.03778903602,37
64.53778903602,38
65.03778903602,39
65.53778903602,40
66.03778903602,41
66.53778903602,42
67.03778903602,43
67.53778903602,44
68.03778903602,45
68.53778903602,46
69.03778903602,47
69.53778903602,48
70.03778903602,49
70.53778903602,50
70.654830222084,51
71.154830222084,52
71.654830222084,53
72.154830222084,54
72.654830222084,55
73.154830222084,56
73.654830222084,57
74.154830222084,58
74.654830222084,59
75.154830222084,60
75.654830222084,61
76.154830222084,62
76.654830222084,63
77.154830222084,64
77.654830222084,65
78.154830222084,66
78.654830222084,67
79.154830222084,68
79.654830222084,69
80.154830222084,70
80.654830222084,71
81.154830222084,72
81.654830222084,73
82.154830222084,74
82.654830222084,75
83.154830222084,76
83.654830222084,77
84.154830222084,78
84.654830222084,79
85.154830222084,80
85.654830222084,81
86.154830222084,82
86.654830222084,83
87.154830222084,84
87.654830222084,85
88.154830222084,86
88.654830222084,87
89.154830222084,88
89.654830222084,89
90.066139499663,90
90.566139499663,91
91.066139499663,92
91.566139499663,93
92.066139499663,94
92.566139499663,95
93.066139499663,96
93.566139499663,97
94.066139499663,98
94.566139499663,99
95.066139499663,100
95.566139499663,101
96.066139499663,102
96.566139499663,103
97.066139499663,104
97.566139499663,105
98.066139499663,106
98.566139499663,107
99.066139499663,108
99.566139499663,109
100.066139499663,110
100.566139499663,111
101.066139499663,112
101.566139499663,113
102.066139499663,114
102.566139499663,115
103.066139499663,116
103.544826434766,117
104.044826434766,118
104.544826434766,119
105.044826434766,120
105.134633478275,121
113.042310930759,122
136.691005767883,123
138.09841159299,124
146.835678800251,125
147.335678800251,126
147.835678800251,127
148.335678800251,128
148.835678800251,129
149.335678800251,130
149.835678800251,131
150.335678800251,132
150.835678800251,133
151.335678800251,134
151.835678800251,135
152.335678800251,136
152.835678800251,137
153.335678800251,138
153.835678800251,139
154.335678800251,140
154.835678800251,141
155.335678800251,142
155.835678800251,143
156.335678800251,144
156.835678800251,145
157.335678800251,146
157.835678800251,147
158.335678800251,148
158.835678800251,149
159.335678800251,150
159.835678800251,151
160.335678800251,152
160.835678800251,153
161.335678800251,154
161.835678800251,155
162.335678800251,156
162.835678800251,157
163.335678800251,158
163.835678800251,159
164.335678800251,160
164.835678800251,161
165.335678800251,162
165.835678800251,163
166.335678800251,164
166.835678800251,165
167.335678800251,166
167.835678800251,167
168.335678800251,168
168.835678800251,169
169.335678800251,170
169.835678800251,171
170.335678800251,172
170.835678800251,173
171.335678800251,174
171.835678800251,175
172.335678800251,176
172.835678800251,177
173.335678800251,178
173.835678800251,179
174.335678800251,180
174.835678800251,181
175.335678800251,182
175.835678800251,183
176.335678800251,184
176.835678800251,185
177.335678800251,186
177.835678800251,187
178.335678800251,188
178.835678800251,189
179.335678800251,190
179.835678800251,191
180.335678800251,192
180.835678800251,193
181.335678800251,194
181.835678800251,195
182.335678800251,196
182.835678800251,197
183.335678800251,198
183.835678800251,199
184.335678800251,200
184.835678800251,201
185.335678800251,202
185.835678800251,203
186.335678800251,204
186.447635526471,205
186.947635526471,206
187.447635526471,207
187.856085880166,208
188.356085880166,209
188.856085880166,210
189.356085880166,211
189.856085880166,212
190.356085880166,213
190.856085880166,214
191.356085880166,215
191.856085880166,216
192.356085880166,217
192.856085880166,218
193.356085880166,219
193.856085880166,220
194.356085880166,221
194.856085880166,222
195.356085880166,223
195.856085880166,224
196.356085880166,225
196.856085880166,226
197.356085880166,227
197.856085880166,228
198.356085880166,229
198.856085880166,230
199.356085880166,231
199.856085880166,232
200.356085880166,233
200.856085880166,234
201.356085880166,235
201.856085880166,236
202.356085880166,237
202.856085880166,238
203.356085880166,239
203.856085880166,240
203.925997337026,241
204.425997337026,242
204.925997337026,243
205.425997337026,244
205.925997337026,245
206.425997337026,246
206.925997337026,247
207.425997337026,248
207.925997337026,249
208.425997337026,250
208.925997337026,251
209.425997337026,252
209.925997337026,253
210.425997337026,254
210.925997337026,255
211.425997337026,256
211.925997337026,257
212.425997337026,258
212.925997337026,259
213.425997337026,260
213.925997337026,261
214.425997337026,262
214.925997337026,263
215.425997337026,264
215.925997337026,265
216.425997337026,266
216.925997337026,267
217.425997337026,268
217.925997337026,269
218.425997337026,270
218.925997337026,271
219.425997337026,272
219.925997337026,273
220.425997337026,274
220.925997337026,275
221.425997337026,276
221.925997337026,277
222.425997337026,278
222.715470078963,279
223.215470078963,280
223.715470078963,281
224.215470078963,282
224.577369639687,283
224.647901111749,284
225.147901111749,285
267.132868086954,286
267.633414314303,287
268.365600050346,288
302.371757870896,289
302.871757870896,290
303.371757870896,291
303.871757870896,292
304.371757870896,293
304.871757870896,294
305.371757870896,295
305.871757870896,296
306.371757870896,297
306.871757870896,298
307.371757870896,299
307.871757870896,300
308.371757870896,301
308.871757870896,302
309.371757870896,303
309.871757870896,304
310.371757870896,305
310.871757870896,306
311.371757870896,307
311.871757870896,308
312.371757870896,309
312.871757870896,310
313.371757870896,311
313.871757870896,312
314.371757870896,313
314.871757870896,314
315.371757870896,315
315.871757870896,316
316.371757870896,317
316.871757870896,318
317.371757870896,319
317.871757870896,320
318.371757870896,321
318.871757870896,322
319.371757870896,323
319.871757870896,324
320.371757870896,325
320.871757870896,326
321.371757870896,327
321.871757870896,328
322.371757870896,329
322.871757870896,330
323.371757870896,331
323.871757870896,332
324.371757870896,333
324.871757870896,334
325.371757870896,335
325.871757870896,336
326.371757870896,337
326.871757870896,338
327.371757870896,339
327.871757870896,340
328.371757870896,341
328.871757870896,342
329.371757870896,343
329.871757870896,344
330.371757870896,345
330.871757870896,346
331.371757870896,347
331.871757870896,348
332.371757870896,349
332.871757870896,350
333.371757870896,351
333.871757870896,352
334.371757870896,353
334.871757870896,354
335.371757870896,355
335.871757870896,356
336.371757870896,357
336.871757870896,358
337.371757870896,359
337.871757870896,360
338.371757870896,361
338.871757870896,362
339.371757870896,363
339.871757870896,364
340.371757870896,365
340.871757870896,366
341.371757870896,367
341.871757870896,368
342.371757870896,369
342.871757870896,370
343.371757870896,371
343.871757870896,372
344.371757870896,373
344.871757870896,374
345.371757870896,375
345.871757870896,376
346.371757870896,377
346.871757870896,378
347.371757870896,379
347.871757870896,380
348.371757870896,381
348.871757870896,382
349.371757870896,383
349.871757870896,384
350.371757870896,385
350.871757870896,386
351.371757870896,387
351.871757870896,388
352.371757870896,389
352.871757870896,390
353.371757870896,391
353.871757870896,392
354.371757870896,393
354.871757870896,394
355.371757870896,395
355.871757870896,396
356.371757870896,397
356.871757870896,398
357.371757870896,399
357.871757870896,400
358.371757870896,401
358.871757870896,402
359.371757870896,403
359.871757870896,404
360.371757870896,405
360.871757870896,406
361.371757870896,407
361.871757870896,408
362.371757870896,409
362.871757870896,410
363.371757870896,411
363.871757870896,412
364.371757870896,413
364.871757870896,414
365.371757870896,415
365.871757870896,416
366.371757870896,417
366.871757870896,418
367.371757870896,419
367.871757870896,420
368.371757870896,421
368.871757870896,422
369.371757870896,423
369.871757870896,424
370.371757870896,425
370.871757870896,426
371.371757870896,427
371.871757870896,428
372.371757870896,429
372.871757870896,430
373.371757870896,431
