X,frankfurt_urban_multi_radio.MA[0].udp/rcvdPk:vector(packetBytes),frankfurt_urban_multi_radio.MA[0].udpApp[0]/rcvdPk:vector(packetBytes)
30.235730287337,1008,1000
30.245730287337,1008,1000
30.255730287337,1008,1000
30.266786191326,1008,1000
30.275730287337,1008,1000
30.285730287337,1008,1000
30.295730287337,1008,1000
30.30573030108,1008,1000
30.31573030108,1008,1000
30.32660830108,1008,1000
30.33573030108,1008,1000
30.34573030108,1008,1000
30.35573030108,1008,1000
30.36573030108,1008,1000
30.37573030108,1008,1000
30.38573030108,1008,1000
30.39573030108,1008,1000
30.405730314849,1008,1000
30.415730314849,1008,1000
30.426875190214,1008,1000
30.435730314849,1008,1000
30.445730314849,1008,1000
30.455730314849,1008,1000
30.465730314849,1008,1000
30.475730314849,1008,1000
30.485730314849,1008,1000
30.495730314849,1008,1000
30.505730328667,1008,1000
30.515730328667,1008,1000
30.525730328667,1008,1000
30.535730328667,1008,1000
30.546806328667,1008,1000
30.555730328667,1008,1000
30.565730328667,1008,1000
30.575730328667,1008,1000
30.585730328667,1008,1000
30.596842328667,1008,1000
30.605730342509,1008,1000
30.616656248981,1008,1000
30.625730342509,1008,1000
30.635730342509,1008,1000
30.645730342509,1008,1000
30.655791879165,1008,1000
30.665730342509,1008,1000
30.676716342509,1008,1000
30.685730342509,1008,1000
30.695730342509,1008,1000
30.705730356371,1008,1000
30.715730356371,1008,1000
30.725730356371,1008,1000
30.735730356371,1008,1000
30.745730356371,1008,1000
30.756536356371,1008,1000
30.765730356371,1008,1000
30.775730356371,1008,1000
30.785730356371,1008,1000
30.795730356371,1008,1000
30.805730370257,1008,1000
30.815730370257,1008,1000
30.825730370257,1008,1000
30.836455370257,1008,1000
30.845730370257,1008,1000
30.855730370257,1008,1000
30.865730370257,1008,1000
30.875730370257,1008,1000
30.885730370257,1008,1000
30.895730370257,1008,1000
30.905730384166,1008,1000
30.915730384166,1008,1000
30.925730384166,1008,1000
30.935730384166,1008,1000
30.945730384166,1008,1000
30.955730384166,1008,1000
30.965730384166,1008,1000
30.976496024241,1008,1000
30.985730384166,1008,1000
30.995730384166,1008,1000
31.006410398112,1008,1000
31.015730398112,1008,1000
31.025730398112,1008,1000
31.035730398112,1008,1000
31.046392398112,1008,1000
31.055730398112,1008,1000
31.065730398112,1008,1000
31.075730398112,1008,1000
31.085950023404,1008,1000
31.095730398112,1008,1000
31.105730412096,1008,1000
31.115730412096,1008,1000
31.125730412096,1008,1000
31.135730412096,1008,1000
31.145730412096,1008,1000
31.155730412096,1008,1000
31.165730412096,1008,1000
31.175730412096,1008,1000
31.185730412096,1008,1000
31.195730412096,1008,1000
31.205730426177,1008,1000
31.215730426177,1008,1000
31.226527426177,1008,1000
31.235730426177,1008,1000
31.245730426177,1008,1000
31.256198060026,1008,1000
31.266464426177,1008,1000
31.275730426177,1008,1000
31.285730426177,1008,1000
31.296935487376,1008,1000
31.30670744052,1008,1000
31.31573044052,1008,1000
