X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
199.823675146315,1
200.823675146315,2
202.823675146315,3
206.823675146315,4
214.823675146315,5
230.823675146315,6
262.823675146315,7
294.823675146315,8
303.821842873204,1
304.821842873204,2
306.821842873204,3
310.821842873204,4
318.821842873204,5
334.821842873204,6
345.393599167456,1
346.393599167456,2
348.393599167456,3
352.393599167456,4
360.393599167456,5
376.393599167456,6
404.575318143823,1
405.575318143823,2
407.575318143823,3
411.575318143823,4
419.575318143823,5
435.575318143823,6
