X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
192.016880954435,1
193.016880954435,2
195.016880954435,3
199.016880954435,4
207.016880954435,5
223.016880954435,6
255.016880954435,7
287.016880954435,8
291.532372296968,1
292.532372296968,2
294.532372296968,3
298.532372296968,4
306.532372296968,5
322.532372296968,6
340.179068038468,1
341.179068038468,2
343.179068038468,3
347.179068038468,4
355.179068038468,5
371.179068038468,6
403.179068038468,7
414.901383813946,1
415.901383813946,2
417.901383813946,3
421.901383813946,4
429.901383813946,5
