X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
198.288272636403,1
199.288272636403,2
201.288272636403,3
205.288272636403,4
213.288272636403,5
229.288272636403,6
261.288272636403,7
293.288272636403,8
296.283618900568,1
297.283618900568,2
299.283618900568,3
303.283618900568,4
311.283618900568,5
327.283618900568,6
343.728498718809,1
344.728498718809,2
346.728498718809,3
350.728498718809,4
358.728498718809,5
374.728498718809,6
404.579854070402,1
405.579854070402,2
407.579854070402,3
411.579854070402,4
419.579854070402,5
435.579854070402,6
