X,frankfurt_urban_n_vehicles.MA[7].idLayer/sequenceUpdateCa:vector
164.726597767096,1
301.600617950644,2
344.951743967765,3
387.031327633736,4
387.531327633736,5
388.031327633736,6
388.18679820733,7
388.68679820733,8
389.18679820733,9
389.68679820733,10
390.18679820733,11
390.68679820733,12
391.18679820733,13
391.68679820733,14
392.18679820733,15
392.68679820733,16
393.18679820733,17
393.68679820733,18
394.18679820733,19
394.68679820733,20
395.18679820733,21
395.68679820733,22
396.18679820733,23
396.68679820733,24
397.18679820733,25
397.68679820733,26
398.18679820733,27
398.68679820733,28
399.18679820733,29
399.68679820733,30
400.18679820733,31
400.68679820733,32
401.18679820733,33
401.68679820733,34
402.18679820733,35
402.68679820733,36
403.18679820733,37
403.68679820733,38
404.18679820733,39
404.68679820733,40
405.18679820733,41
405.68679820733,42
406.18679820733,43
406.68679820733,44
407.18679820733,45
407.68679820733,46
408.18679820733,47
408.68679820733,48
409.18679820733,49
409.68679820733,50
410.18679820733,51
410.68679820733,52
411.18679820733,53
411.68679820733,54
412.18679820733,55
412.68679820733,56
413.18679820733,57
413.326106138577,58
413.826106138577,59
414.326106138577,60
414.607437540992,61
