X,frankfurt_urban_n_vehicles.MA[1].idLayer/sequenceUpdateCa:vector
82.148236123161,1
177.323198677066,2
288.738449351126,3
333.102630929793,4
333.602630929793,5
334.102630929793,6
378.04378923196,7
378.54378923196,8
379.04378923196,9
379.54378923196,10
379.89029342985,11
380.39029342985,12
380.89029342985,13
381.39029342985,14
381.681727514213,15
382.181727514213,16
382.681727514213,17
383.181727514213,18
383.681727514213,19
384.181727514213,20
384.681727514213,21
385.181727514213,22
385.681727514213,23
386.181727514213,24
386.681727514213,25
387.181727514213,26
387.681727514213,27
388.181727514213,28
388.681727514213,29
389.181727514213,30
389.681727514213,31
390.181727514213,32
390.681727514213,33
391.181727514213,34
391.681727514213,35
392.181727514213,36
392.681727514213,37
393.181727514213,38
393.681727514213,39
394.181727514213,40
394.681727514213,41
395.181727514213,42
395.681727514213,43
396.181727514213,44
396.681727514213,45
397.181727514213,46
397.681727514213,47
398.181727514213,48
398.681727514213,49
399.181727514213,50
399.681727514213,51
400.181727514213,52
400.681727514213,53
400.912867725728,54
401.412867725728,55
401.912867725728,56
402.412867725728,57
402.755033426849,58
