X,frankfurt_urban_n_vehicles.MA[6].idLayer/sequenceUpdateCa:vector
203.767791245898,1
298.670791053154,2
343.687730150142,3
387.707081396318,4
388.207081396318,5
388.707081396318,6
389.207081396318,7
389.707081396318,8
390.207081396318,9
390.707081396318,10
391.207081396318,11
391.707081396318,12
392.207081396318,13
392.707081396318,14
393.207081396318,15
393.707081396318,16
394.207081396318,17
394.707081396318,18
395.207081396318,19
395.707081396318,20
396.207081396318,21
396.707081396318,22
397.207081396318,23
397.707081396318,24
398.207081396318,25
398.707081396318,26
399.207081396318,27
399.707081396318,28
399.908103106167,29
400.408103106167,30
400.908103106167,31
401.299167411133,32
