X,frankfurt_urban_n_vehicles.MA[5].idLayer/sequenceUpdateCa:vector
208.087521043757,1
302.279030029662,2
346.757935555823,3
382.070137936423,4
382.570137936423,5
383.070137936423,6
383.570137936423,7
384.070137936423,8
384.570137936423,9
385.070137936423,10
385.570137936423,11
386.070137936423,12
386.570137936423,13
387.070137936423,14
387.570137936423,15
388.070137936423,16
388.570137936423,17
389.070137936423,18
389.570137936423,19
390.070137936423,20
390.570137936423,21
391.070137936423,22
391.570137936423,23
392.070137936423,24
392.570137936423,25
393.070137936423,26
393.570137936423,27
394.070137936423,28
394.570137936423,29
395.070137936423,30
395.570137936423,31
396.070137936423,32
396.570137936423,33
397.070137936423,34
397.570137936423,35
398.070137936423,36
398.570137936423,37
399.070137936423,38
399.570137936423,39
400.070137936423,40
400.570137936423,41
401.070137936423,42
401.570137936423,43
402.070137936423,44
402.570137936423,45
403.070137936423,46
403.570137936423,47
404.070137936423,48
404.570137936423,49
405.070137936423,50
405.570137936423,51
406.070137936423,52
406.570137936423,53
407.070137936423,54
407.570137936423,55
408.070137936423,56
408.570137936423,57
409.070137936423,58
409.570137936423,59
410.070137936423,60
410.570137936423,61
411.070137936423,62
411.570137936423,63
412.070137936423,64
412.570137936423,65
413.070137936423,66
413.570137936423,67
414.070137936423,68
414.237677998507,69
414.737677998507,70
415.237677998507,71
415.737677998507,72
415.952092543219,73
