X,frankfurt_urban_n_vehicles_mipv6.MA[2].udpApp[0]/rcvdPkLifetime:vector
34.538420353612,0.0693533
34.542601978947,0.0635349
34.552114978947,0.0630479
34.561800978947,0.0627339
34.572510014802,0.0634429
34.584617986723,0.0655509
34.592330014802,0.0632629
34.602272325184,0.0632052
34.618532926455,0.0694658
34.622537027816,0.0634699
34.632375027816,0.0633079
34.642457994321,0.0633909
34.652312027816,0.0632449
34.663254500052,0.0641874
34.673068027816,0.0640009
34.682339027816,0.0632719
34.697461926455,0.0683948
34.702908009411,0.0638409
34.712656009411,0.0635889
34.723701099817,0.064634
34.731801009411,0.0627339
34.742395009411,0.0633279
34.752115009411,0.0630479
34.777334040589,0.078267
34.781178626282,0.0721115
34.784698006185,0.0656309
34.793508705151,0.0644416
34.808384546337,0.0693175
34.819937539545,0.0708705
34.825556039497,0.066489
34.83180102431,0.0627339
34.844210125861,0.065143
34.852339053177,0.063272
34.863120099939,0.064053
34.873843263957,0.0647762
34.883930546337,0.0648635
34.892769525865,0.0637024
34.90231206551,0.063245
34.912830489427,0.0637634
34.92242006551,0.063353
34.93324806551,0.064181
34.945045888421,0.0659788
34.952485038995,0.063418
34.96228506551,0.063218
34.97243806551,0.063371
34.98342806551,0.064361
34.99797756878,0.0689105
35.003419077648,0.064352
35.015361590824,0.0662945
35.022438077648,0.063371
35.032285077648,0.063218
35.043184077648,0.064117
35.052476053458,0.063409
35.067823590824,0.0687565
35.073257077648,0.06419
35.082303077648,0.063236
35.093552043148,0.064485
35.102402089575,0.063335
35.112602067728,0.063535
35.123068089575,0.064001
35.133484067728,0.064417
35.142880361208,0.0638133
35.152528089575,0.063461
35.161801067728,0.062734
35.176304612435,0.0672375
35.187276612435,0.0682095
35.192294089575,0.063227
35.213113101299,0.074046
35.216043803427,0.0669767
35.223338101299,0.064271
35.232686658939,0.0636196
35.242416423255,0.0633493
35.257120193533,0.0680531
35.262465101299,0.063398
35.273544088829,0.064477
35.282429101299,0.063362
35.292519101299,0.063452
35.302404095735,0.063337
