X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
186.701057239123,1
187.701057239123,2
189.701057239123,3
193.701057239123,4
201.701057239123,5
217.701057239123,6
249.701057239123,7
281.701057239123,8
291.328505606411,1
292.328505606411,2
294.328505606411,3
298.328505606411,4
306.328505606411,5
322.328505606411,6
339.315375503352,1
340.315375503352,2
342.315375503352,3
346.315375503352,4
354.315375503352,5
370.315375503352,6
