X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
189.258694224742,1
190.258694224742,2
192.258694224742,3
196.258694224742,4
204.258694224742,5
220.258694224742,6
252.258694224742,7
284.258694224742,8
287.911124657109,1
288.911124657109,2
290.911124657109,3
294.911124657109,4
302.911124657109,5
318.911124657109,6
337.600041856668,1
338.600041856668,2
340.600041856668,3
344.600041856668,4
352.600041856668,5
368.600041856668,6
