X,frankfurt_urban_n_vehicles.MA[0].idLayer/sequenceUpdateCa:vector
74.484325539998,1
74.984325539998,2
75.484325539998,3
75.984325539998,4
76.484325539998,5
76.984325539998,6
77.484325539998,7
77.984325539998,8
78.484325539998,9
78.984325539998,10
79.484325539998,11
79.984325539998,12
80.484325539998,13
80.984325539998,14
81.484325539998,15
81.984325539998,16
82.484325539998,17
82.984325539998,18
83.484325539998,19
83.984325539998,20
84.484325539998,21
84.984325539998,22
182.550580706505,23
292.80802011991,24
337.317420889536,25
376.6648626008,26
377.1648626008,27
377.6648626008,28
378.1648626008,29
378.6648626008,30
379.1648626008,31
379.6648626008,32
380.1648626008,33
380.6648626008,34
381.1648626008,35
381.6648626008,36
382.1648626008,37
382.6648626008,38
383.1648626008,39
383.6648626008,40
384.1648626008,41
384.6648626008,42
385.1648626008,43
385.6648626008,44
386.1648626008,45
386.6648626008,46
387.1648626008,47
387.6648626008,48
388.1648626008,49
388.6648626008,50
389.1648626008,51
389.6648626008,52
390.1648626008,53
390.6648626008,54
391.1648626008,55
391.6648626008,56
392.1648626008,57
392.6648626008,58
393.1648626008,59
393.6648626008,60
394.1648626008,61
394.6648626008,62
395.1648626008,63
395.6648626008,64
396.1648626008,65
396.317126241406,66
396.817126241406,67
397.317126241406,68
397.708014463277,69
