X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
33.556746652619,1
45.70320049123,2
71.60497563487,3
91.591169924436,4
101.507236266534,5
103.153815984641,6
112.121208748926,7
140.598212381286,8
141.098212381286,9
142.636095173715,10
148.214334947263,11
180.931948609332,12
182.046535743059,13
201.650600677558,14
229.016907038451,15
230.355244135973,16
264.859992339154,17
266.00444660211,18
267.914394282601,19
296.558090150362,20
397.538561815249,21
399.029226563589,22
414.066590737982,23
