X,frankfurt_urban_multi_radio.MA[0].udpApp[0]/rcvdPkLifetime:vector
30.254068723503,0.114069
30.254629401279,0.104629
30.255163079055,0.0951631
30.259129013118,0.089129
30.269256574418,0.0892566
30.279129013118,0.089129
30.289130408277,0.0891304
30.299129026778,0.089129
30.309186823207,0.0891868
30.319129040466,0.089129
30.329129040466,0.089129
30.339129040466,0.089129
30.350182040466,0.090182
30.359129040466,0.089129
30.369129040466,0.089129
30.379129040466,0.089129
30.389129054154,0.0891291
30.400236067888,0.0902361
30.409129067888,0.0891291
30.419129067888,0.0891291
30.429804067888,0.0898041
30.439775164782,0.0897752
30.449129067888,0.0891291
30.459129067888,0.0891291
30.469935067888,0.0899351
30.480169486625,0.0901695
30.491414676192,0.0914147
30.500225901616,0.0902259
30.509854095371,0.0898541
30.519208219687,0.0892082
30.529303709135,0.0893037
30.539129095371,0.0891291
30.549129095371,0.0891291
30.559537219687,0.0895372
30.569582638424,0.0895826
30.579443095371,0.0894431
30.589801067164,0.0898011
30.599339260919,0.0893393
30.609129122929,0.0891291
30.619129122929,0.0891291
30.629984122929,0.0899841
30.639129122929,0.0891291
30.650038943572,0.0900389
30.659225414238,0.0892254
30.669129122929,0.0891291
30.679430246521,0.0894302
30.689129136738,0.0891291
30.699247103831,0.0892471
30.709129150558,0.0891292
30.719487329915,0.0894873
30.731060117651,0.0910601
30.739438329915,0.0894383
30.749129150558,0.0891292
30.759129150558,0.0891292
30.769129150558,0.0891292
30.77982713146,0.0898271
30.789129164378,0.0891292
30.799129164378,0.0891292
30.809129178219,0.0891292
30.819129178219,0.0891292
30.829129178219,0.0891292
30.839129178219,0.0891292
30.849129178219,0.0891292
30.859129178219,0.0891292
30.869303791983,0.0893038
30.879129178219,0.0891292
30.88984519206,0.0898452
30.89912919206,0.0891292
30.90978220595,0.0897822
30.91912920595,0.0891292
30.92912920595,0.0891292
30.93912920595,0.0891292
30.94912920595,0.0891292
30.95912920595,0.0891292
30.96912920595,0.0891292
30.979429454438,0.0894295
30.98912921984,0.0891292
30.999845788266,0.0898458
31.009948233749,0.0899482
31.020150946678,0.0901509
31.029129233749,0.0891292
31.040187233749,0.0901872
31.050236233749,0.0902362
31.059129233749,0.0891292
31.069129233749,0.0891292
31.079935233749,0.0899352
31.090038943572,0.0900389
31.099487537835,0.0894875
31.1096272647,0.0896273
31.119129261594,0.0891293
31.129618551771,0.0896186
31.139892551771,0.0898926
31.149129261594,0.0891293
31.159129261594,0.0891293
31.169591551771,0.0895916
31.179683295121,0.0896833
31.18912927553,0.0891293
31.202098898044,0.0920989
31.209129289502,0.0891293
31.219129289502,0.0891293
31.232108852173,0.0921089
31.239687289502,0.0896873
31.250115534052,0.0901155
31.259129289502,0.0891293
31.270866898044,0.0908669
31.279129289502,0.0891293
31.289443303474,0.0894433
31.300893926622,0.0908939
31.309129317763,0.0891293
31.319651271892,0.0896513
31.329935317763,0.0899353
31.339654908243,0.0896549
31.349129317763,0.0891293
31.359129317763,0.0891293
31.369129317763,0.0891293
31.386317897162,0.0963179
31.389129332052,0.0891293
31.399129332052,0.0891293
31.409129346517,0.0891293
31.424217732688,0.0942177
31.432956967532,0.092957
31.440218346517,0.0902183
31.450844346517,0.0908443
31.461109346517,0.0911093
31.471702358497,0.0917024
31.479427718047,0.0894277
31.489129360982,0.0891294
31.500714375367,0.0907144
31.51049837707,0.0904984
31.519443375367,0.0894434
31.529847778312,0.0898478
31.541202778312,0.0912028
31.549129375367,0.0891294
31.561162984322,0.091163
31.569129375367,0.0891294
31.580164375367,0.0901644
31.590938984322,0.090939
31.601295878103,0.0912959
31.609129403855,0.0891294
31.620355238595,0.0903552
31.629129403855,0.0891294
31.639129403855,0.0891294
31.650810444605,0.0908104
31.659129403855,0.0891294
31.671307012528,0.091307
31.681520012528,0.09152
31.689129417958,0.0891294
31.699129417958,0.0891294
31.710903040034,0.090903
31.719129431711,0.0891294
31.729129431711,0.0891294
31.739129431711,0.0891294
31.750245431711,0.0902454
31.760492431711,0.0904924
31.770169431711,0.0901694
31.779129431711,0.0891294
31.789129445464,0.0891294
31.799701445464,0.0897014
31.809129459104,0.0891295
31.819710459104,0.0897105
31.829930459104,0.0899305
31.839760546001,0.0897605
31.850105072868,0.0901051
31.861190067314,0.0911901
31.869509043705,0.089509
31.879786459104,0.0897865
31.889867472744,0.0898675
31.901951486263,0.0919515
31.909809486263,0.0898095
31.919407001795,0.089407
31.929872088692,0.0898721
31.940716615559,0.0907166
31.949443486263,0.0894435
31.961688710138,0.0916887
31.970244001795,0.090244
31.996123094352,0.0961231
31.999277042473,0.089277
32.009129513179,0.0891295
32.020841658299,0.0908417
32.030894121146,0.0908941
32.039813513179,0.0898135
32.049129513179,0.0891295
32.059693571402,0.0896936
32.071038121146,0.0910381
32.082290121146,0.0922901
32.090079526576,0.0900795
32.099863526576,0.0898635
32.111020147694,0.0910201
32.11912953985,0.0891295
32.129398109457,0.0893981
32.13988553985,0.0898855
32.14973753985,0.0897375
32.15982753985,0.0898275
32.17012453985,0.0901245
32.180128122854,0.0901281
32.189313136128,0.0893131
32.201721173994,0.0917212
32.209872566274,0.0898726
32.221388173994,0.0913882
32.229335162552,0.0893352
32.239232162552,0.0892322
32.252215392974,0.0922154
32.259637162552,0.0896372
32.271972745556,0.0919727
32.281136566274,0.0911366
32.289443579424,0.0894436
32.302071471626,0.0920715
32.31025859245,0.0902586
32.32006159245,0.0900616
32.33023259245,0.0902326
32.34045581143,0.0904558
32.34912959245,0.0891296
32.362052394434,0.0920524
32.36912959245,0.0891296
32.37993559245,0.0899356
32.39142213353,0.0914221
32.401397225844,0.0913972
32.409745267253,0.0897453
32.421843225844,0.0918432
32.431290768505,0.0912908
32.439863618375,0.0898636
32.449129618375,0.0891296
32.461767225844,0.0917672
32.470858225844,0.0908582
32.479531551859,0.0895316
32.490339631274,0.0903396
32.499167954955,0.089168
32.509443644045,0.0894436
32.519607186706,0.0896072
32.531155867014,0.0911559
32.53978180047,0.0897818
32.554587208589,0.0945872
32.562017058186,0.0920171
32.569129644045,0.0891296
32.582514251386,0.0925143
32.589129656816,0.0891297
32.599129656816,0.0891297
32.62219231037,0.102192
32.624320643468,0.0943206
32.634892859454,0.0948929
32.640079669458,0.0900797
32.652353809356,0.0923538
32.659129669458,0.0891297
32.673061977272,0.093062
32.680223669458,0.0902237
32.6918706821,0.0918707
32.701091694612,0.0910917
32.709752728312,0.0897527
32.719680277396,0.0896803
32.730317420498,0.0903174
32.739504227298,0.0895042
32.749129694612,0.0891297
32.759416624801,0.0894166
32.769727420498,0.0897274
32.780159090622,0.0901591
32.791578707124,0.0915787
32.801829326456,0.0918293
32.810811719505,0.0908117
32.819839196431,0.0898392
32.835818326456,0.0958183
32.839138795189,0.0891388
32.849881719505,0.0898817
32.860145196431,0.0901452
32.869662866555,0.0896629
32.883865326456,0.0938653
32.891112991184,0.091113
32.904415520069,0.0944155
32.909495996995,0.089496
32.92596112702,0.0959611
32.932546978637,0.092547
32.942925927453,0.0929259
32.952051996995,0.092052
32.959948744136,0.0899487
32.971234035404,0.091234
32.982263791748,0.0922638
32.990142756386,0.0901428
32.999975756386,0.0899758
33.01239669871,0.0923967
33.03109337519,0.101093
33.036278752384,0.0962788
33.040309051709,0.0903091
33.049623569067,0.0896236
33.059469452951,0.0894695
33.070628768503,0.0906288
33.079644066715,0.0896441
33.090564593434,0.0905646
33.09961510414,0.0896151
33.109129792605,0.0891298
33.12107439916,0.0910744
33.13170039916,0.0917004
33.14213539916,0.0921354
33.150205792605,0.0902058
33.160096617536,0.0900966
33.17330139916,0.0933014
33.181587316537,0.0915873
33.19079980459,0.0907998
33.19972880459,0.0897288
33.20912981644,0.0891298
33.222593902148,0.0925939
33.22944381644,0.0894438
33.239637665473,0.0896377
33.250176490404,0.0901765
33.25944381644,0.0894438
33.27232142286,0.0923214
33.285919677458,0.0959197
33.290263689308,0.0902637
33.29912982829,0.0891298
33.315032798588,0.0950328
33.319129840012,0.0891298
33.338720446304,0.0987204
33.343421920243,0.0934219
33.353165342744,0.0931653
33.361573342744,0.0915733
33.369984840012,0.0899848
33.393431446304,0.103431
33.396302949036,0.0963029
33.401029469584,0.0910295
33.409443863374,0.0894439
33.419443863374,0.0894439
33.432146863325,0.0921469
33.443702469584,0.0937025
33.449805104308,0.0898051
33.459542759814,0.0895428
33.46986150555,0.0898615
33.479757863374,0.0897579
33.489129875014,0.0891299
33.50592488652,0.0959249
33.525348492596,0.105348
33.52667104162,0.096671
33.533386412532,0.0933864
33.54353959628,0.0935396
33.553361492596,0.0933615
33.573914806322,0.103915
33.574696332334,0.0946963
33.582815435544,0.0928154
33.589443898026,0.0894439
33.599129898026,0.0891299
33.609606664052,0.0896067
33.624174087092,0.0941741
33.633934584838,0.0939346
33.641262515332,0.0912625
33.649129909394,0.0891299
33.662811515332,0.0928115
33.680153863848,0.100154
33.682610435608,0.0926104
33.690038943572,0.0900389
33.699845920762,0.0898459
33.711233503752,0.0912335
33.725437378378,0.0954374
33.735830503752,0.0958305
33.739129931992,0.0891299
33.755083593023,0.0950836
33.761002931992,0.0910029
33.778578590008,0.0985786
33.783005537792,0.0930055
33.809688012239,0.109688
33.810866606459,0.100867
33.819376861989,0.0993769
33.819911478391,0.0899115
33.8321171882,0.0921172
33.840182954313,0.090183
33.851686559974,0.0916866
33.864126411913,0.0941264
33.869723954313,0.089724
33.884345954313,0.094346
33.895776965404,0.095777
33.900800976356,0.090801
33.91985898818,0.099859
33.920442604582,0.0904426
33.931017987097,0.091018
33.941406581878,0.0914066
33.949130565478,0.0891306
33.959129976356,0.08913
33.969129976356,0.08913
33.981801148969,0.0918011
33.993823020092,0.093823
33.999872987308,0.089873
34.01083765913,0.0908377
34.026672679951,0.0966727
34.037210636426,0.0972106
34.03997599812,0.089976
34.052846938435,0.0928469
34.078964203517,0.108964
34.083397603502,0.103398
34.084202263432,0.0942023
34.089539052668,0.0895391
34.099138817281,0.0891388
34.113841382152,0.0938414
34.145384624846,0.115385
34.14792330612,0.107923
34.151388624846,0.101389
34.15540330612,0.0954033
34.175608624846,0.105609
34.17830030612,0.0983003
34.184890019604,0.09489
34.197868256936,0.0978683
34.203739798115,0.0937398
34.214853050592,0.0948531
34.219758040809,0.089758
34.229444040809,0.089444
34.239444040809,0.089444
34.249444040809,0.089444
34.261569645912,0.0915696
34.273323348252,0.0933233
34.285856844193,0.0958568
34.298509905885,0.0985099
34.316117489807,0.106117
34.31708818997,0.0970882
34.319130061734,0.0891301
34.330966666696,0.0909667
34.339130061734,0.0891301
34.351424764074,0.0914248
34.36498854787,0.0949885
34.369994061734,0.0899941
34.379130061734,0.0891301
34.393072072126,0.0930721
34.400066072126,0.0900661
34.413397687198,0.0933977
34.422117549127,0.0921175
34.435376687198,0.0953767
34.439130082377,0.0891301
34.457600826003,0.0976008
34.461227200539,0.0912272
34.473806082377,0.0938061
34.480791082377,0.0907911
34.506383707416,0.106384
34.50910647126,0.0991065
34.513496708292,0.0934967
34.527644866581,0.0976449
34.554640059344,0.10464
34.55793380297,0.0979338
34.561862102737,0.0918621
34.572968241542,0.0929682
34.580006380347,0.0900064
34.608713511136,0.0987135
34.628692045824,0.108692
34.629298829606,0.0992988
34.633054573512,0.0930546
34.640566122815,0.0905661
34.649444122815,0.0894441
34.663841727354,0.0938417
34.681541727354,0.101542
34.6884430787,0.0984431
34.695615862482,0.0956159
34.699802731542,0.0898027
34.71007514261,0.0900751
34.721289747006,0.0912897
34.739569321853,0.0995693
34.816570766376,0.136571
34.81801558918,0.128016
34.818811411984,0.118811
34.820269234788,0.110269
34.841281766376,0.121282
34.867036766376,0.127037
34.882189766376,0.13219
34.88391758918,0.123918
34.889003411984,0.119003
34.89577958918,0.11578
34.899630057592,0.10963
34.918756295368,0.118756
34.92435787691,0.114358
