X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
33.15,1
33.16,2
33.17,3
33.18,4
33.19,5
33.2,6
33.21,7
33.22,8
33.23,9
33.24,10
33.25,11
47.4,12
47.41,13
47.42,14
47.43,15
47.44,16
47.45,17
47.46,18
47.47,19
47.48,20
47.49,21
47.5,22
68.69,23
68.7,24
68.71,25
68.72,26
68.73,27
68.74,28
68.75,29
68.76,30
68.77,31
68.78,32
93.76,33
93.77,34
93.78,35
93.79,36
93.8,37
93.81,38
93.82,39
93.83,40
99.04,41
99.05,42
99.06,43
99.07,44
99.08,45
99.09,46
99.1,47
99.11,48
99.12,49
99.13,50
99.14,51
100.45,52
100.46,53
100.47,54
100.48,55
100.49,56
100.5,57
100.51,58
100.52,59
100.53,60
100.54,61
112.86,62
112.87,63
112.88,64
112.89,65
112.9,66
112.91,67
112.92,68
112.93,69
112.94,70
112.95,71
112.96,72
143.57,73
143.58,74
143.59,75
143.6,76
143.61,77
143.62,78
143.63,79
143.64,80
143.65,81
143.66,82
143.67,83
143.68,84
143.69,85
143.7,86
143.71,87
143.72,88
143.73,89
143.74,90
143.75,91
143.76,92
143.77,93
143.78,94
143.79,95
143.8,96
143.81,97
143.82,98
143.83,99
143.84,100
143.85,101
143.86,102
143.87,103
143.88,104
143.89,105
143.9,106
143.91,107
143.92,108
143.93,109
143.94,110
143.95,111
143.96,112
143.97,113
143.98,114
143.99,115
144,116
144.01,117
144.02,118
144.03,119
144.04,120
144.05,121
144.06,122
144.07,123
144.08,124
144.09,125
144.1,126
144.11,127
144.12,128
144.13,129
144.14,130
144.15,131
144.16,132
144.17,133
144.18,134
144.19,135
144.2,136
144.21,137
144.22,138
144.23,139
144.24,140
144.25,141
144.26,142
144.27,143
144.28,144
144.29,145
144.3,146
144.31,147
144.32,148
144.33,149
144.34,150
144.35,151
144.36,152
144.37,153
144.38,154
144.39,155
144.4,156
144.41,157
144.42,158
144.43,159
144.44,160
144.45,161
144.46,162
144.47,163
144.48,164
144.49,165
144.5,166
144.51,167
144.52,168
144.53,169
144.54,170
144.55,171
144.56,172
144.57,173
144.58,174
144.59,175
144.6,176
144.61,177
144.62,178
144.63,179
144.64,180
144.65,181
144.66,182
144.67,183
144.68,184
144.69,185
144.7,186
144.71,187
144.72,188
144.73,189
144.74,190
144.75,191
144.76,192
144.77,193
144.78,194
144.79,195
144.8,196
144.81,197
144.82,198
144.83,199
144.84,200
144.85,201
144.86,202
144.87,203
144.88,204
144.89,205
144.9,206
144.91,207
144.92,208
144.93,209
144.94,210
144.95,211
144.96,212
144.97,213
144.98,214
144.99,215
145,216
145.01,217
145.02,218
145.03,219
145.04,220
145.05,221
145.06,222
145.07,223
145.08,224
145.09,225
145.1,226
145.11,227
145.12,228
145.13,229
145.14,230
145.15,231
145.16,232
145.17,233
145.18,234
145.19,235
145.2,236
145.21,237
145.22,238
145.23,239
145.24,240
145.25,241
145.26,242
145.27,243
145.28,244
145.29,245
145.3,246
145.31,247
145.32,248
145.33,249
145.34,250
145.35,251
150.65,252
150.66,253
150.67,254
150.68,255
150.69,256
150.7,257
150.71,258
150.72,259
150.73,260
150.74,261
150.75,262
183.49,263
183.5,264
183.51,265
183.52,266
183.53,267
183.54,268
183.55,269
183.56,270
183.57,271
183.58,272
183.59,273
185.27,274
185.28,275
185.29,276
185.3,277
185.31,278
185.32,279
185.33,280
185.34,281
185.35,282
185.36,283
185.37,284
200.77,285
200.78,286
200.79,287
200.8,288
200.81,289
200.82,290
200.83,291
200.84,292
200.85,293
200.86,294
200.87,295
229.47,296
229.48,297
229.49,298
229.5,299
229.51,300
229.52,301
229.53,302
229.54,303
229.55,304
229.56,305
231.16,306
231.17,307
231.18,308
231.19,309
231.2,310
231.21,311
231.22,312
231.23,313
231.24,314
231.25,315
231.26,316
257.24,317
257.25,318
257.26,319
257.27,320
257.28,321
257.29,322
257.3,323
257.31,324
257.32,325
257.33,326
257.34,327
257.35,328
257.36,329
257.37,330
257.38,331
272.84,332
272.85,333
272.86,334
272.87,335
272.88,336
272.89,337
272.9,338
272.91,339
272.92,340
272.93,341
272.94,342
272.95,343
274.24,344
274.25,345
274.26,346
274.27,347
274.28,348
274.29,349
274.3,350
274.31,351
274.32,352
274.33,353
274.34,354
274.35,355
274.36,356
299.45,357
299.46,358
299.47,359
299.48,360
299.49,361
299.5,362
299.51,363
299.52,364
299.53,365
299.54,366
299.55,367
299.56,368
299.57,369
404.26,370
404.27,371
404.28,372
404.29,373
404.3,374
404.31,375
404.32,376
404.33,377
404.34,378
404.35,379
404.36,380
404.37,381
404.38,382
404.39,383
404.4,384
404.41,385
404.42,386
404.43,387
404.44,388
404.45,389
404.46,390
404.47,391
404.48,392
404.49,393
404.5,394
404.51,395
404.52,396
404.53,397
404.54,398
404.55,399
404.56,400
404.57,401
405.27,402
405.28,403
405.29,404
405.3,405
405.31,406
405.32,407
405.33,408
405.34,409
405.35,410
405.36,411
405.37,412
405.38,413
405.39,414
405.4,415
405.41,416
405.42,417
405.43,418
416.06,419
416.07,420
416.08,421
416.09,422
416.1,423
416.11,424
416.12,425
416.13,426
416.14,427
416.15,428
416.16,429
416.17,430
416.18,431
