X,frankfurt_urban_multi_radio.MA[0].udp/rcvdPk:vector(packetBytes),frankfurt_urban_multi_radio.MA[0].udpApp[0]/rcvdPk:vector(packetBytes)
30.254065396911,1008,1000
30.254599164087,1008,1000
30.255258931263,1008,1000
30.259137305309,1008,1000
30.269137305309,1008,1000
30.279929305309,1008,1000
30.290999318904,1008,1000
30.30021333252,1008,1000
30.30913733252,1008,1000
30.31913733252,1008,1000
30.32913733252,1008,1000
30.33913733252,1008,1000
30.35072233252,1008,1000
30.35970433252,1008,1000
30.371030614206,1008,1000
30.382115614206,1008,1000
30.389659858858,1008,1000
30.399137346136,1008,1000
30.409830359816,1008,1000
30.419137359816,1008,1000
30.429137359816,1008,1000
30.440177872538,1008,1000
30.449137359816,1008,1000
30.459137359816,1008,1000
30.469137359816,1008,1000
30.479137359816,1008,1000
30.489137373496,1008,1000
30.499384913514,1008,1000
30.509137387193,1008,1000
30.519853387193,1008,1000
30.531922261701,1008,1000
30.540055387193,1008,1000
30.549137387193,1008,1000
30.559137387193,1008,1000
30.569137387193,1008,1000
30.579137387193,1008,1000
30.58913740089,1008,1000
30.59913740089,1008,1000
30.609281981993,1008,1000
30.619137414598,1008,1000
30.631209696376,1008,1000
30.639832831155,1008,1000
30.649137414598,1008,1000
30.659137414598,1008,1000
30.669137414598,1008,1000
30.679137414598,1008,1000
30.690211910758,1008,1000
30.699137428306,1008,1000
30.710879442086,1008,1000
30.719456519338,1008,1000
30.729423453443,1008,1000
30.739462036886,1008,1000
30.749137442086,1008,1000
30.760805723936,1008,1000
30.769137442086,1008,1000
30.779820533046,1008,1000
30.791380723936,1008,1000
30.800841751518,1008,1000
30.809137469657,1008,1000
30.819983469657,1008,1000
30.830006469657,1008,1000
30.839916469657,1008,1000
30.850168469657,1008,1000
30.859137469657,1008,1000
30.869501182905,1008,1000
30.879451469657,1008,1000
30.889137483448,1008,1000
30.899137483448,1008,1000
30.910886779122,1008,1000
30.919606147109,1008,1000
30.929860321166,1008,1000
30.941361147109,1008,1000
30.953499779122,1008,1000
30.95913749725,1008,1000
30.96913749725,1008,1000
30.97913749725,1008,1000
30.989137511052,1008,1000
30.999137511052,1008,1000
31.009884525061,1008,1000
31.019496026429,1008,1000
31.030040819798,1008,1000
31.04092280714,1008,1000
31.049137852854,1008,1000
31.059137525061,1008,1000
31.069893525061,1008,1000
31.079137525061,1008,1000
31.09009153907,1008,1000
31.102058258586,1008,1000
31.109137553323,1008,1000
31.119534258586,1008,1000
