X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
32.064932090347,1
45.173022639713,2
65.19009156482,3
93.423687296794,4
102.58900235097,5
103.999540266707,6
112.144378252905,7
136.634398188597,8
137.77934447318,9
150.889053276044,10
186.951028567775,11
188.337000947443,12
201.754175654156,13
228.300236191218,14
229.493920970613,15
265.084078966204,16
269.16728314882,17
270.777137588153,18
304.652070879365,19
398.914249986358,20
400.376567291143,21
420.91408976319,22
