X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
33.014003953189,1
43.315217654985,2
63.041370786804,3
92.176995878732,4
99.918701132161,5
101.100323838546,6
111.810027139032,7
138.7848709357,8
139.949148126008,9
147.585822670425,10
179.229365067228,11
181.131833959183,12
201.02478188756,13
230.191155056231,14
232.235960673937,15
265.056618554965,16
266.416801666867,17
266.858872422833,18
298.088218334626,19
400.619287638143,20
402.182334978861,21
409.397042858848,22
