X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
36.06,1
36.07,2
36.08,3
36.09,4
36.1,5
36.11,6
36.12,7
36.13,8
36.14,9
36.15,10
36.16,11
36.17,12
46.46,13
46.47,14
46.48,15
46.49,16
46.5,17
46.51,18
46.52,19
46.53,20
46.54,21
46.55,22
46.56,23
75.14,24
75.15,25
75.16,26
75.17,27
75.18,28
75.19,29
75.2,30
75.21,31
75.22,32
75.23,33
75.24,34
89.4,35
89.41,36
89.42,37
89.43,38
89.44,39
89.45,40
89.46,41
89.47,42
89.48,43
89.49,44
89.5,45
103.08,46
103.09,47
103.1,48
103.11,49
103.12,50
103.13,51
103.14,52
103.15,53
103.16,54
103.17,55
103.18,56
103.19,57
104.89,58
104.9,59
104.91,60
104.92,61
104.93,62
104.94,63
104.95,64
104.96,65
104.97,66
104.98,67
104.99,68
105,69
115.52,70
115.53,71
115.54,72
115.55,73
115.56,74
115.57,75
115.58,76
115.59,77
115.6,78
115.61,79
115.62,80
134.81,81
134.82,82
134.83,83
134.84,84
134.85,85
134.86,86
134.87,87
134.88,88
134.89,89
134.9,90
134.91,91
134.92,92
135.93,93
135.94,94
135.95,95
135.96,96
135.97,97
135.98,98
135.99,99
136,100
136.01,101
136.02,102
136.03,103
136.04,104
136.05,105
136.06,106
136.07,107
142.92,108
142.93,109
142.94,110
142.95,111
142.96,112
142.97,113
142.98,114
142.99,115
143,116
143.01,117
184.34,118
184.35,119
184.36,120
184.37,121
184.38,122
184.39,123
184.4,124
184.41,125
184.42,126
184.43,127
184.44,128
185.88,129
185.89,130
185.9,131
185.91,132
185.92,133
185.93,134
185.94,135
185.95,136
185.96,137
185.97,138
185.98,139
185.99,140
200.29,141
200.3,142
200.31,143
200.32,144
200.33,145
200.34,146
200.35,147
200.36,148
200.37,149
200.38,150
200.39,151
227.93,152
227.94,153
227.95,154
227.96,155
227.97,156
227.98,157
227.99,158
228,159
228.01,160
228.02,161
229.53,162
229.54,163
229.55,164
229.56,165
229.57,166
229.58,167
229.59,168
229.6,169
229.61,170
229.62,171
258.16,172
258.17,173
258.18,174
258.19,175
258.2,176
258.21,177
258.22,178
258.23,179
258.24,180
258.25,181
258.26,182
258.27,183
258.28,184
258.29,185
258.3,186
267.71,187
267.72,188
267.73,189
267.74,190
267.75,191
267.76,192
267.77,193
267.78,194
267.79,195
267.8,196
267.81,197
267.82,198
269.6,199
269.61,200
269.62,201
269.63,202
269.64,203
269.65,204
269.66,205
269.67,206
269.68,207
269.69,208
269.7,209
269.71,210
307.36,211
307.37,212
307.38,213
307.39,214
307.4,215
307.41,216
307.42,217
307.43,218
307.44,219
307.45,220
307.46,221
307.47,222
307.48,223
399.77,224
399.78,225
399.79,226
399.8,227
399.81,228
399.82,229
399.83,230
399.84,231
399.85,232
399.86,233
399.87,234
399.88,235
399.89,236
399.9,237
399.91,238
401.45,239
401.46,240
401.47,241
401.48,242
401.49,243
401.5,244
401.51,245
401.52,246
401.53,247
401.54,248
401.55,249
401.56,250
401.57,251
401.58,252
401.59,253
415.57,254
415.58,255
415.59,256
415.6,257
415.61,258
415.62,259
415.63,260
415.64,261
415.65,262
415.66,263
415.67,264
415.68,265
415.69,266
