X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
33.19,1
33.2,2
33.21,3
33.22,4
33.23,5
33.24,6
33.25,7
33.26,8
33.27,9
33.28,10
33.29,11
41.9,12
41.91,13
41.92,14
41.93,15
41.94,16
41.95,17
41.96,18
41.97,19
41.98,20
41.99,21
42,22
43.73,23
43.74,24
43.75,25
43.76,26
43.77,27
43.78,28
43.79,29
43.8,30
43.81,31
43.82,32
43.83,33
48.42,34
48.43,35
48.44,36
48.45,37
48.46,38
48.47,39
48.48,40
48.49,41
48.5,42
48.51,43
48.52,44
69.99,45
70,46
70.01,47
70.02,48
70.03,49
70.04,50
70.05,51
70.06,52
70.07,53
70.08,54
70.09,55
91.54,56
91.55,57
91.56,58
91.57,59
91.58,60
91.59,61
91.6,62
91.61,63
91.62,64
91.63,65
101.23,66
101.24,67
101.25,68
101.26,69
101.27,70
101.28,71
101.29,72
101.3,73
101.31,74
101.32,75
102.47,76
102.48,77
102.49,78
102.5,79
102.51,80
102.52,81
102.53,82
102.54,83
102.55,84
102.56,85
102.57,86
111.49,87
111.5,88
111.51,89
111.52,90
111.53,91
111.54,92
111.55,93
111.56,94
111.57,95
111.58,96
111.59,97
140.16,98
140.17,99
140.18,100
140.19,101
140.2,102
140.21,103
140.22,104
140.23,105
140.24,106
140.25,107
140.26,108
140.27,109
140.28,110
140.29,111
140.3,112
140.31,113
140.32,114
140.33,115
140.34,116
140.35,117
140.36,118
140.37,119
140.38,120
140.39,121
140.4,122
140.41,123
140.42,124
140.43,125
140.44,126
140.45,127
140.46,128
140.47,129
140.48,130
140.49,131
140.5,132
140.51,133
140.52,134
140.53,135
140.54,136
140.55,137
140.56,138
141.26,139
141.27,140
141.28,141
141.29,142
141.3,143
141.31,144
141.32,145
141.33,146
141.34,147
141.35,148
141.36,149
141.37,150
141.38,151
141.39,152
141.4,153
141.41,154
141.42,155
141.43,156
141.44,157
141.45,158
141.46,159
141.47,160
141.48,161
141.49,162
141.5,163
141.51,164
141.52,165
141.53,166
141.54,167
141.55,168
141.56,169
141.57,170
141.58,171
141.59,172
141.6,173
141.61,174
141.62,175
141.63,176
141.64,177
141.65,178
141.66,179
141.67,180
141.68,181
141.69,182
141.7,183
141.71,184
141.72,185
141.73,186
141.74,187
141.75,188
141.76,189
141.77,190
141.78,191
141.79,192
141.8,193
141.81,194
141.82,195
141.83,196
141.84,197
141.85,198
141.86,199
141.87,200
141.88,201
141.89,202
141.9,203
141.91,204
141.92,205
141.93,206
141.94,207
141.95,208
141.96,209
141.97,210
141.98,211
141.99,212
142,213
142.01,214
142.02,215
142.03,216
142.04,217
142.05,218
142.06,219
142.07,220
142.08,221
142.09,222
142.1,223
142.11,224
142.12,225
142.13,226
142.14,227
142.15,228
142.16,229
142.17,230
142.18,231
142.19,232
142.2,233
142.21,234
142.22,235
142.23,236
142.24,237
142.25,238
142.26,239
142.27,240
142.28,241
142.29,242
142.3,243
142.31,244
142.32,245
142.33,246
142.34,247
149.26,248
149.27,249
149.28,250
149.29,251
149.3,252
149.31,253
149.32,254
149.33,255
149.34,256
149.35,257
149.36,258
184.31,259
184.32,260
184.33,261
184.34,262
184.35,263
184.36,264
184.37,265
184.38,266
184.39,267
184.4,268
185.57,269
185.58,270
185.59,271
185.6,272
185.61,273
185.62,274
185.63,275
185.64,276
185.65,277
185.66,278
185.67,279
185.68,280
185.69,281
200.78,282
200.79,283
200.8,284
200.81,285
200.82,286
200.83,287
200.84,288
200.85,289
200.86,290
200.87,291
228.46,292
228.47,293
228.48,294
228.49,295
228.5,296
228.51,297
228.52,298
228.53,299
228.54,300
228.55,301
228.56,302
230.45,303
230.46,304
230.47,305
230.48,306
230.49,307
230.5,308
230.51,309
230.52,310
230.53,311
230.54,312
230.55,313
262.12,314
262.13,315
262.14,316
262.15,317
262.16,318
262.17,319
262.18,320
262.19,321
262.2,322
262.21,323
262.22,324
262.23,325
262.24,326
262.25,327
262.26,328
269.39,329
269.4,330
269.41,331
269.42,332
269.43,333
269.44,334
269.45,335
269.46,336
269.47,337
269.48,338
269.49,339
269.5,340
269.51,341
270.99,342
271,343
271.01,344
271.02,345
271.03,346
271.04,347
271.05,348
271.06,349
271.07,350
271.08,351
271.09,352
271.1,353
271.11,354
304.3,355
304.31,356
304.32,357
304.33,358
304.34,359
304.35,360
304.36,361
304.37,362
304.38,363
304.39,364
304.4,365
304.41,366
304.42,367
401.75,368
401.76,369
401.77,370
401.78,371
401.79,372
401.8,373
401.81,374
401.82,375
401.83,376
401.84,377
401.85,378
401.86,379
401.87,380
401.88,381
401.89,382
401.9,383
401.91,384
401.92,385
401.93,386
401.94,387
401.95,388
401.96,389
401.97,390
401.98,391
403.51,392
403.52,393
403.53,394
403.54,395
403.55,396
403.56,397
403.57,398
403.58,399
403.59,400
403.6,401
403.61,402
403.62,403
403.63,404
403.64,405
403.65,406
403.66,407
417.15,408
417.16,409
417.17,410
417.18,411
417.19,412
417.2,413
417.21,414
417.22,415
417.23,416
417.24,417
417.25,418
417.26,419
417.27,420
