X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
36.97,1
36.98,2
36.99,3
37,4
37.01,5
37.02,6
37.03,7
37.04,8
37.05,9
37.06,10
37.07,11
37.08,12
37.09,13
37.1,14
37.11,15
37.12,16
45.23,17
45.24,18
45.25,19
45.26,20
45.27,21
45.28,22
45.29,23
45.3,24
45.31,25
45.32,26
66.11,27
66.12,28
66.13,29
66.14,30
66.15,31
66.16,32
66.17,33
66.18,34
66.19,35
66.2,36
66.21,37
72.13,38
72.14,39
72.15,40
72.16,41
72.17,42
72.18,43
72.19,44
72.2,45
72.21,46
72.22,47
72.23,48
73.94,49
73.95,50
73.96,51
73.97,52
73.98,53
73.99,54
74,55
74.01,56
74.02,57
74.03,58
74.04,59
91.5,60
91.51,61
91.52,62
91.53,63
91.54,64
91.55,65
91.56,66
91.57,67
91.58,68
91.59,69
91.6,70
102.23,71
102.24,72
102.25,73
102.26,74
102.27,75
102.28,76
102.29,77
102.3,78
102.31,79
102.32,80
102.33,81
104.05,82
104.06,83
104.07,84
104.08,85
104.09,86
104.1,87
104.11,88
104.12,89
104.13,90
104.14,91
104.15,92
104.16,93
114.41,94
114.42,95
114.43,96
114.44,97
114.45,98
114.46,99
114.47,100
114.48,101
114.49,102
114.5,103
114.51,104
138.93,105
138.94,106
138.95,107
138.96,108
138.97,109
138.98,110
138.99,111
139,112
139.01,113
139.02,114
139.03,115
139.04,116
139.05,117
139.06,118
139.07,119
139.08,120
139.09,121
139.1,122
139.11,123
139.12,124
139.13,125
139.14,126
139.15,127
139.16,128
139.17,129
139.18,130
139.19,131
139.2,132
139.21,133
139.22,134
139.23,135
139.24,136
139.25,137
139.26,138
140.55,139
140.56,140
140.57,141
140.58,142
140.59,143
140.6,144
140.61,145
140.62,146
140.63,147
140.64,148
140.65,149
140.66,150
140.67,151
140.68,152
140.69,153
148.74,154
148.75,155
148.76,156
148.77,157
148.78,158
148.79,159
148.8,160
148.81,161
148.82,162
148.83,163
148.84,164
185.01,165
185.02,166
185.03,167
185.04,168
185.05,169
185.06,170
185.07,171
185.08,172
185.09,173
185.1,174
185.11,175
186.62,176
186.63,177
186.64,178
186.65,179
186.66,180
186.67,181
186.68,182
186.69,183
186.7,184
186.71,185
186.72,186
186.73,187
203.42,188
203.43,189
203.44,190
203.45,191
203.46,192
203.47,193
203.48,194
203.49,195
203.5,196
203.51,197
228.75,198
228.76,199
228.77,200
228.78,201
228.79,202
228.8,203
228.81,204
228.82,205
228.83,206
228.84,207
228.85,208
229.92,209
229.93,210
229.94,211
229.95,212
229.96,213
229.97,214
229.98,215
229.99,216
230,217
230.01,218
230.02,219
264.62,220
264.63,221
264.64,222
264.65,223
264.66,224
264.67,225
264.68,226
264.69,227
264.7,228
264.71,229
264.72,230
264.73,231
264.74,232
264.75,233
264.76,234
266.25,235
266.26,236
266.27,237
266.28,238
266.29,239
266.3,240
266.31,241
266.32,242
266.33,243
266.34,244
266.35,245
266.36,246
266.37,247
269.36,248
269.37,249
269.38,250
269.39,251
269.4,252
269.41,253
269.42,254
269.43,255
269.44,256
269.45,257
269.46,258
269.47,259
269.48,260
302.43,261
302.44,262
302.45,263
302.46,264
302.47,265
302.48,266
302.49,267
302.5,268
397,269
397.01,270
397.02,271
397.03,272
397.04,273
397.05,274
397.06,275
397.07,276
397.08,277
397.09,278
397.1,279
397.11,280
397.12,281
398.84,282
398.85,283
398.86,284
398.87,285
398.88,286
398.89,287
398.9,288
398.91,289
398.92,290
398.93,291
398.94,292
398.95,293
398.96,294
398.97,295
398.98,296
419.61,297
419.62,298
419.63,299
419.64,300
419.65,301
419.66,302
419.67,303
419.68,304
419.69,305
419.7,306
419.71,307
419.72,308
