X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
37.062557624884,1
45.628603895587,2
66.486284252472,3
93.801845243851,4
103.033774044651,5
104.264360985004,6
109.805755214588,7
137.408058594623,8
139.089160707494,9
150.824509481598,10
178.616214199664,11
180.745768257373,12
202.416600854506,13
217.647662612094,14
219.548762885634,15
223.581692775425,16
225.409352883246,17
263.640417419171,18
265.081231264907,19
266.04172620731,20
307.717638275735,21
395.710255225071,22
397.694848249428,23
418.261556522925,24
