X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
33.681597132683,1
45.344020812263,2
73.663361359649,3
91.601844927349,4
101.976344903807,5
103.311990704507,6
115.62284532332,7
142.405343131339,8
142.905343131339,9
143.405343131339,10
143.905343131339,11
144.194761946653,12
148.797797915572,13
183.432794536296,14
184.565374112103,15
202.128618484858,16
221.033106158396,17
222.733232240493,18
262.775369470807,19
263.75764310076,20
265.431689105467,21
302.163972388105,22
396.192491761342,23
397.409568207338,24
415.632324941908,25
