X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
37.07,1
37.08,2
37.09,3
37.1,4
37.11,5
37.12,6
37.13,7
37.14,8
37.15,9
37.16,10
37.17,11
37.18,12
37.19,13
37.2,14
37.21,15
37.22,16
45.63,17
45.64,18
45.65,19
45.66,20
45.67,21
45.68,22
45.69,23
45.7,24
45.71,25
45.72,26
45.73,27
66.49,28
66.5,29
66.51,30
66.52,31
66.53,32
66.54,33
66.55,34
66.56,35
66.57,36
66.58,37
66.59,38
93.81,39
93.82,40
93.83,41
93.84,42
93.85,43
93.86,44
93.87,45
93.88,46
93.89,47
93.9,48
103.04,49
103.05,50
103.06,51
103.07,52
103.08,53
103.09,54
103.1,55
103.11,56
103.12,57
103.13,58
103.14,59
103.15,60
103.16,61
103.17,62
103.18,63
104.27,64
104.28,65
104.29,66
104.3,67
104.31,68
104.32,69
104.33,70
104.34,71
104.35,72
104.36,73
104.37,74
104.38,75
104.39,76
104.4,77
104.41,78
104.42,79
104.43,80
109.81,81
109.82,82
109.83,83
109.84,84
109.85,85
109.86,86
109.87,87
109.88,88
109.89,89
109.9,90
109.91,91
137.41,92
137.42,93
137.43,94
137.44,95
137.45,96
137.46,97
137.47,98
137.48,99
137.49,100
137.5,101
137.51,102
137.52,103
137.53,104
137.54,105
139.09,106
139.1,107
139.11,108
139.12,109
139.13,110
139.14,111
139.15,112
139.16,113
139.17,114
139.18,115
139.19,116
139.2,117
139.21,118
139.22,119
139.23,120
139.24,121
139.25,122
139.26,123
139.27,124
139.28,125
139.29,126
139.3,127
150.83,128
150.84,129
150.85,130
150.86,131
150.87,132
150.88,133
150.89,134
150.9,135
150.91,136
150.92,137
150.93,138
178.62,139
178.63,140
178.64,141
178.65,142
178.66,143
178.67,144
178.68,145
178.69,146
178.7,147
178.71,148
178.72,149
180.75,150
180.76,151
180.77,152
180.78,153
180.79,154
180.8,155
180.81,156
180.82,157
180.83,158
180.84,159
180.85,160
202.42,161
202.43,162
202.44,163
202.45,164
202.46,165
202.47,166
202.48,167
202.49,168
202.5,169
202.51,170
202.52,171
217.65,172
217.66,173
217.67,174
217.68,175
217.69,176
217.7,177
217.71,178
217.72,179
217.73,180
217.74,181
217.75,182
219.55,183
219.56,184
219.57,185
219.58,186
219.59,187
219.6,188
219.61,189
219.62,190
219.63,191
219.64,192
219.65,193
223.59,194
223.6,195
223.61,196
223.62,197
223.63,198
223.64,199
223.65,200
223.66,201
223.67,202
223.68,203
225.41,204
225.42,205
225.43,206
225.44,207
225.45,208
225.46,209
225.47,210
225.48,211
225.49,212
225.5,213
225.51,214
263.65,215
263.66,216
263.67,217
263.68,218
263.69,219
263.7,220
263.71,221
263.72,222
263.73,223
263.74,224
263.75,225
263.76,226
265.09,227
265.1,228
265.11,229
265.12,230
265.13,231
265.14,232
265.15,233
265.16,234
265.17,235
265.18,236
265.19,237
265.2,238
266.05,239
266.06,240
266.07,241
266.08,242
266.09,243
266.1,244
266.11,245
266.12,246
266.13,247
266.14,248
266.15,249
266.16,250
307.72,251
307.73,252
307.74,253
307.75,254
307.76,255
307.77,256
307.78,257
307.79,258
307.8,259
307.81,260
307.82,261
307.83,262
307.84,263
395.72,264
395.73,265
395.74,266
395.75,267
395.76,268
395.77,269
395.78,270
395.79,271
395.8,272
395.81,273
395.82,274
395.83,275
397.7,276
397.71,277
397.72,278
397.73,279
397.74,280
397.75,281
397.76,282
397.77,283
397.78,284
397.79,285
397.8,286
397.81,287
397.82,288
418.27,289
418.28,290
418.29,291
418.3,292
418.31,293
418.32,294
418.33,295
418.34,296
418.35,297
418.36,298
418.37,299
418.38,300
