X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
34.989788702563,1
42.952396444468,2
73.951291266925,3
89.480367638725,4
100.763445104848,5
102.419589398972,6
112.440462374215,7
140.902821741795,8
141.402821741795,9
142.6211391976,10
145.7698261207,11
176.893491560757,12
178.311852500525,13
205.703045507685,14
226.213163285941,15
227.801656059002,16
261.207552421558,17
269.713915050367,18
271.277484304487,19
301.691119746017,20
399.231458495384,21
400.424711418279,22
412.445064882005,23
