X,frankfurt_urban_multi_radio.MA[0].udp/rcvdPk:vector(packetBytes),frankfurt_urban_multi_radio.MA[0].udpApp[0]/rcvdPk:vector(packetBytes)
30.254485224421,1008,1000
30.255099961265,1008,1000
30.255867698109,1008,1000
30.26094372295,1008,1000
30.269273141874,1008,1000
30.279273141874,1008,1000
30.289966155506,1008,1000
30.299273155506,1008,1000
30.309273169165,1008,1000
30.319939169165,1008,1000
30.329273169165,1008,1000
30.339273169165,1008,1000
30.349273169165,1008,1000
30.359273169165,1008,1000
30.369273169165,1008,1000
30.380513338565,1008,1000
30.389273182824,1008,1000
30.399273182824,1008,1000
30.409671379573,1008,1000
30.419273196514,1008,1000
30.429273196514,1008,1000
30.440286196514,1008,1000
30.449273196514,1008,1000
30.459273196514,1008,1000
30.471334548973,1008,1000
30.479273196514,1008,1000
30.490290210204,1008,1000
30.499273210204,1008,1000
30.510304223915,1008,1000
30.519822223915,1008,1000
30.529847434323,1008,1000
30.539273223915,1008,1000
30.549273223915,1008,1000
30.559273223915,1008,1000
30.569273223915,1008,1000
30.580088986106,1008,1000
30.59152880507,1008,1000
30.600590489186,1008,1000
30.609410489186,1008,1000
30.619390699594,1008,1000
30.629273251377,1008,1000
30.639273251377,1008,1000
30.649273251377,1008,1000
30.659273251377,1008,1000
30.67195455975,1008,1000
30.679903251377,1008,1000
30.690214768208,1008,1000
30.699273265128,1008,1000
30.709273278927,1008,1000
30.719273278927,1008,1000
30.729273278927,1008,1000
30.739273278927,1008,1000
30.75148386017,1008,1000
30.760140006105,1008,1000
30.769482544198,1008,1000
30.779947061029,1008,1000
30.79132986017,1008,1000
30.799273292726,1008,1000
30.81156488778,1008,1000
30.819273306531,1008,1000
30.829273306531,1008,1000
30.839903306531,1008,1000
30.84986332653,1008,1000
30.859273306531,1008,1000
30.869861753585,1008,1000
30.880398080668,1008,1000
30.889273320336,1008,1000
30.899939320336,1008,1000
30.912112263593,1008,1000
30.919273334197,1008,1000
30.929455654622,1008,1000
30.939514674621,1008,1000
30.949273334197,1008,1000
30.959531101676,1008,1000
30.971248915502,1008,1000
30.979273334197,1008,1000
30.989707682288,1008,1000
30.999838696149,1008,1000
31.011156692808,1008,1000
31.019935361923,1008,1000
31.029822361923,1008,1000
31.039273361923,1008,1000
31.050160361923,1008,1000
31.059587361923,1008,1000
31.070200361923,1008,1000
31.079301979491,1008,1000
31.089913085831,1008,1000
31.099273375788,1008,1000
31.109622765731,1008,1000
31.119437765731,1008,1000
31.129273389914,1008,1000
31.139838765731,1008,1000
31.149273389914,1008,1000
31.161906722857,1008,1000
31.171482375292,1008,1000
31.180118489639,1008,1000
31.18986740404,1008,1000
31.20016940404,1008,1000
31.209273418387,1008,1000
31.219273418387,1008,1000
31.229445198012,1008,1000
31.239273418387,1008,1000
31.249273418387,1008,1000
31.259766822195,1008,1000
31.270899000178,1008,1000
31.282655000178,1008,1000
