X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
33.186498615886,1
41.893416530896,2
43.725879290211,3
48.413490640834,4
69.983924273148,5
91.531347669031,6
101.221001673444,7
102.469891444122,8
111.486847831864,9
140.159251682929,10
141.253810758532,11
141.753810758532,12
142.253810758532,13
149.253504326704,14
184.307017381272,15
185.56676895323,16
200.771833747109,17
228.456078585028,18
230.445679306463,19
262.118436930078,20
269.389909984835,21
270.988540849488,22
304.298976551236,23
401.744152636182,24
403.509316526879,25
417.145826271177,26
