X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
31.79,1
31.8,2
31.81,3
31.82,4
31.83,5
31.84,6
31.85,7
31.86,8
31.87,9
31.88,10
31.89,11
46.01,12
46.02,13
46.03,14
46.04,15
46.05,16
46.06,17
46.07,18
46.08,19
46.09,20
46.1,21
46.11,22
65.79,23
65.8,24
65.81,25
65.82,26
65.83,27
65.84,28
65.85,29
65.86,30
65.87,31
65.88,32
65.89,33
74.67,34
74.68,35
74.69,36
74.7,37
74.71,38
74.72,39
74.73,40
74.74,41
74.75,42
74.76,43
76.47,44
76.48,45
76.49,46
76.5,47
76.51,48
76.52,49
76.53,50
76.54,51
76.55,52
76.56,53
76.57,54
92.56,55
92.57,56
92.58,57
92.59,58
92.6,59
92.61,60
92.62,61
98.43,62
98.44,63
98.45,64
98.46,65
98.47,66
98.48,67
98.49,68
98.5,69
98.51,70
98.52,71
98.53,72
100.37,73
100.38,74
100.39,75
100.4,76
100.41,77
100.42,78
100.43,79
100.44,80
100.45,81
100.46,82
100.47,83
114.18,84
114.19,85
114.2,86
114.21,87
114.22,88
114.23,89
114.24,90
114.25,91
114.26,92
114.27,93
114.28,94
138.77,95
138.78,96
138.79,97
138.8,98
138.81,99
138.82,100
138.83,101
138.84,102
138.85,103
138.86,104
138.87,105
138.88,106
138.89,107
138.9,108
138.91,109
138.92,110
138.93,111
138.94,112
138.95,113
138.96,114
138.97,115
138.98,116
138.99,117
139,118
139.94,119
139.95,120
139.96,121
139.97,122
139.98,123
139.99,124
140,125
140.01,126
140.02,127
140.03,128
140.04,129
140.05,130
140.06,131
140.07,132
140.08,133
144.69,134
144.7,135
144.71,136
144.72,137
144.73,138
144.74,139
144.75,140
144.76,141
144.77,142
144.78,143
144.79,144
187.6,145
187.61,146
187.62,147
187.63,148
187.64,149
187.65,150
187.66,151
187.67,152
187.68,153
187.69,154
187.7,155
188.81,156
188.82,157
188.83,158
188.84,159
188.85,160
188.86,161
188.87,162
188.88,163
188.89,164
188.9,165
188.91,166
188.92,167
188.93,168
188.94,169
188.95,170
199.29,171
199.3,172
199.31,173
199.32,174
199.33,175
199.34,176
199.35,177
199.36,178
199.37,179
199.38,180
199.39,181
224.12,182
224.13,183
224.14,184
224.15,185
224.16,186
224.17,187
224.18,188
224.19,189
224.2,190
224.21,191
224.22,192
225.67,193
225.68,194
225.69,195
225.7,196
225.71,197
225.72,198
225.73,199
225.74,200
225.75,201
225.76,202
225.77,203
264.39,204
264.4,205
264.41,206
264.42,207
264.43,208
264.44,209
264.45,210
264.46,211
264.47,212
264.48,213
264.49,214
264.5,215
264.51,216
264.52,217
272.91,218
272.92,219
272.93,220
272.94,221
272.95,222
272.96,223
272.97,224
272.98,225
272.99,226
273,227
273.01,228
273.02,229
274.81,230
274.82,231
274.83,232
274.84,233
274.85,234
274.86,235
274.87,236
274.88,237
274.89,238
274.9,239
274.91,240
274.92,241
304.73,242
304.74,243
304.75,244
304.76,245
304.77,246
304.78,247
304.79,248
304.8,249
304.81,250
304.82,251
304.83,252
304.84,253
304.85,254
398.61,255
398.62,256
398.63,257
398.64,258
398.65,259
398.66,260
398.67,261
398.68,262
398.69,263
398.7,264
398.71,265
398.72,266
398.73,267
400.32,268
400.33,269
400.34,270
400.35,271
400.36,272
400.37,273
400.38,274
400.39,275
400.4,276
400.41,277
400.42,278
400.43,279
400.44,280
414.5,281
414.51,282
414.52,283
414.53,284
414.54,285
414.55,286
414.56,287
414.57,288
414.58,289
414.59,290
414.6,291
414.61,292
414.62,293
