X,frankfurt_urban_multi_radio.MA[0].udpApp[0]/rcvdPkLifetime:vector
30.254923038774,0.114923
30.255483783322,0.105484
30.25712952787,0.0971295
30.259078835128,0.0890788
30.270005835128,0.0900058
30.279078835128,0.0890788
30.28967784863,0.0896778
30.29907884863,0.0890788
30.31184179464,0.0918418
30.319078862153,0.0890789
30.329078862153,0.0890789
30.339078862153,0.0890789
30.349078862153,0.0890789
30.359494634447,0.0894946
30.370181862153,0.0901819
30.379078862153,0.0890789
30.389965875676,0.0899659
30.399078875676,0.0890789
30.409078889259,0.0890789
30.41951852627,0.0895185
30.429078889259,0.0890789
30.439933889259,0.0899339
30.449078889259,0.0890789
30.459643688578,0.0896437
30.470618889259,0.0906189
30.479247702101,0.0892477
30.489645902842,0.0896459
30.499951902842,0.0899519
30.509078916436,0.0890789
30.519078916436,0.0890789
30.529404742861,0.0894047
30.539078916436,0.0890789
30.549942916436,0.0899429
30.560129062834,0.0901291
30.569432354463,0.0894324
30.579078916436,0.0890789
30.590129062834,0.0901291
30.59907893003,0.0890789
30.609078943675,0.0890789
30.620130155829,0.0901302
30.629078943675,0.0890789
30.640304797277,0.0903048
30.649389623702,0.0893896
30.659078943675,0.0890789
30.669078943675,0.0890789
30.679370650879,0.0893707
30.68907895732,0.089079
30.69907895732,0.089079
30.710380063997,0.0903801
30.719078971002,0.089079
30.730458837911,0.0904588
30.739078971002,0.089079
30.749078971002,0.089079
30.760460971002,0.090461
30.769668971002,0.089669
30.779078971002,0.089079
30.789078984684,0.089079
30.80132497089,0.091325
30.809078998411,0.089079
30.819893773488,0.0898938
30.829078998411,0.089079
30.839078998411,0.089079
30.849904906579,0.0899049
30.859821998411,0.089822
30.869078998411,0.089079
30.879078998411,0.089079
30.893235920194,0.0932359
30.899079012138,0.089079
30.909310736531,0.0893107
30.921585998368,0.091586
30.929079025877,0.089079
30.939222869622,0.0892229
30.949229961454,0.08923
30.959741025877,0.089741
30.96999539773,0.0899954
30.979741025877,0.089741
30.990763039616,0.090763
30.99919515656,0.0891952
31.009965053403,0.0899651
31.019079053403,0.0890791
31.029079053403,0.0890791
31.039079053403,0.0890791
31.050335053403,0.0903351
31.059358388299,0.0893584
31.069079053403,0.0890791
31.082124030185,0.092124
31.091589030298,0.091589
31.100170057759,0.0901701
31.109079081128,0.0890791
31.119079081128,0.0890791
31.129079081128,0.0890791
31.141065034805,0.091065
31.150037456838,0.0900375
31.159090643088,0.0890906
31.169079081128,0.0890791
31.182524162006,0.0925242
31.189551089991,0.0895511
31.199079095066,0.0890791
31.209079109263,0.0890791
31.219079109263,0.0890791
31.229079109263,0.0890791
31.240350503267,0.0903505
31.250168109263,0.0901681
31.260129062834,0.0901291
31.269079109263,0.0890791
31.279079109263,0.0890791
31.28999312346,0.0899931
31.29907912346,0.0890791
31.311202304326,0.0912023
31.319079137782,0.0890791
31.329942841542,0.0899428
31.339648184211,0.0896482
31.34951280968,0.0895128
31.360168137782,0.0901681
31.369079137782,0.0890791
31.380930110856,0.0909301
31.389079152104,0.0890792
31.399234345574,0.0892343
31.411158166209,0.0911582
31.420129062834,0.0901291
31.429079166209,0.0890792
31.440182166209,0.0901822
31.450129062834,0.0901291
31.461661242441,0.0916612
31.473802262253,0.0938023
31.479079166209,0.0890792
31.489079180314,0.0890792
31.500129062834,0.0901291
31.510129062834,0.0901291
31.519079194048,0.0890792
31.529599297423,0.0895993
31.542188372371,0.0921884
31.549522297423,0.0895223
31.559079194048,0.0890792
31.569079194048,0.0890792
31.579079194048,0.0890792
31.590504325262,0.0905043
31.600328234612,0.0903282
31.609079221315,0.0890792
31.619079221315,0.0890792
31.630002221315,0.0900022
31.639079221315,0.0890792
31.650182221315,0.0901822
31.659282456229,0.0892825
31.669709221315,0.0897092
31.680964483743,0.0909645
31.6911551936,0.0911552
31.699079234848,0.0890792
31.709079248265,0.0890792
31.719311406746,0.0893114
31.729079248265,0.0890792
31.741145537512,0.0911455
31.749079248265,0.0890792
31.759079248265,0.0890792
31.77332041335,0.0933204
31.779079248265,0.0890792
31.789079261682,0.0890793
31.800129062834,0.0901291
31.809079274996,0.0890793
31.819079274996,0.0890793
31.831515247062,0.0915152
31.839979274996,0.0899793
31.851119247062,0.0911192
31.859079274996,0.0890793
31.869079274996,0.0890793
31.884644247062,0.0946442
31.890279487158,0.0902795
31.901104301512,0.0911043
31.910024301512,0.0900243
31.919079301512,0.0890793
31.929270513674,0.0892705
31.939079301512,0.0890793
31.949871301512,0.0898713
31.959079301512,0.0890793
31.970232375907,0.0902324
31.980340725836,0.0903407
31.989930314714,0.0899303
32.000129062834,0.0901291
32.012280327797,0.0922803
32.020020327797,0.0900203
32.029079327797,0.0890793
32.041285566475,0.0912856
32.056526773228,0.0965268
32.061772299632,0.0917723
32.071370299632,0.0913703
32.08484853643,0.0948485
32.101894312593,0.101894
32.102473575313,0.0924736
32.110216618804,0.0902166
32.122734325554,0.0927343
32.138183857482,0.0981839
32.144099827437,0.0940998
32.149079353841,0.0890794
32.159393353841,0.0893934
32.172901853359,0.0929019
32.180461353841,0.0904614
32.192715986903,0.092716
32.199498922772,0.0894989
32.209393379641,0.0893934
32.221272351232,0.0912724
32.23032579646,0.0903258
32.239727379641,0.0897274
32.249079379641,0.0890794
32.26211763963,0.0921176
32.270895670648,0.0908957
32.279079379641,0.0890794
32.29106839248,0.0910684
32.300588278304,0.0905883
32.309079405195,0.0890794
32.320265138821,0.0902651
32.330659405195,0.0906594
32.339079405195,0.0890794
32.358281981991,0.098282
32.359079405195,0.0890794
32.370129062834,0.0901291
32.385538376662,0.0955384
32.39002363338,0.0900236
32.400194041457,0.090194
32.41147598488,0.091476
32.421524401842,0.0915244
32.431475401842,0.0914754
32.443021137375,0.0930211
32.4490794305,0.0890794
32.461601401842,0.0916014
32.4693934305,0.0893934
32.479567001046,0.089567
32.491248760721,0.0912488
32.50112842677,0.0911284
32.513812794562,0.0938128
32.519079455554,0.0890795
32.529482191087,0.0894822
32.540191455554,0.0901915
32.549079455554,0.0890795
32.560056455554,0.0900565
32.579623455554,0.0996235
32.58034681949,0.0903468
32.590146468018,0.0901465
32.601794451444,0.0917945
32.617191228664,0.0971912
32.619727480355,0.0897275
32.631379451444,0.0913795
32.641761480355,0.0917615
