X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
198.6009625961,1
199.6009625961,2
201.6009625961,3
205.6009625961,4
213.6009625961,5
229.6009625961,6
261.6009625961,7
289.026644336678,1
290.026644336678,2
292.026644336678,3
296.026644336678,4
304.026644336678,5
320.026644336678,6
342.707955962482,1
343.707955962482,2
345.707955962482,3
349.707955962482,4
357.707955962482,5
373.707955962482,6
378.041343301497,1
379.041343301497,2
381.041343301497,3
