X,frankfurt_urban_n_vehicles_mipv6.MA[7].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
201.826678476899,1
202.826678476899,2
204.826678476899,3
208.826678476899,4
216.826678476899,5
232.826678476899,6
264.826678476899,7
296.826678476899,8
303.760294326299,1
304.760294326299,2
306.760294326299,3
310.760294326299,4
318.760294326299,5
334.760294326299,6
343.872518738234,1
344.872518738234,2
346.872518738234,3
350.872518738234,4
358.872518738234,5
374.872518738234,6
