X,frankfurt_urban_n_vehicles_multi_radio.MA[0].tcpApp[0]/endToEndDelay:vector
30.157590695322,0.040368
30.194750775408,0.0271601
30.23475798995,0.0300072
30.274431094376,0.0296731
30.309997940937,0.0255668
30.366266756915,0.0462688
30.406340923581,0.0300742
30.448855863128,0.0325149
30.503583019724,0.0447272
30.549167074555,0.0355841
30.596135688794,0.0369686
30.637235392513,0.0310997
30.709058191441,0.0618228
30.750367714375,0.0313095
30.806956745353,0.046589
30.866006517397,0.0490498
30.906870994452,0.0308645
30.959077078893,0.0422061
31.004982500211,0.0359054
31.054046357595,0.0390639
31.108160193069,0.0441138
31.158308296713,0.0401481
31.201693165625,0.0333849
31.259349045309,0.0476559
31.326253034049,0.056904
31.381762615748,0.0455096
31.427502539624,0.0357399
31.516312798182,0.0788103
31.56746234757,0.0411495
32.61388245308,1.03642
32.72643092017,0.102548
32.820186335614,0.0837554
32.910891881356,0.0807055
33.032456873581,0.111565
33.108506058414,0.0660492
35.2629379909,2.14443
36.341138864536,1.0682
36.396647272194,0.0455084
36.484809375967,0.0781621
38.195789104018,1.70098
38.243140442828,0.0373513
38.285151977178,0.0320115
38.328094734965,0.0329428
38.375114749549,0.03702
38.415142390129,0.0300276
38.456266852003,0.0311245
38.498310671567,0.0320438
38.542948695197,0.034638
38.578459718827,0.025511
38.617597049589,0.0291373
38.656515379373,0.0289183
38.699022939457,0.0325076
38.751660126031,0.0426372
38.785983720749,0.0243236
38.829372289869,0.0333886
38.868445879459,0.0290736
38.904996502727,0.0265506
38.937424509625,0.022428
38.972889307325,0.0254648
39.012850023315,0.0299607
39.077962235395,0.0551122
39.11899450115,0.0310323
39.155145027784,0.0261505
39.203966543155,0.0388215
39.249937457077,0.0359709
39.288847642111,0.0289102
39.319253246641,0.0204056
39.354565654047,0.0253124
39.392431587011,0.0278659
39.430143501597,0.0277119
42.464874362977,3.02473
42.503439634991,0.0285653
42.539141404256,0.0257018
42.571544883506,0.0224035
42.616470353251,0.0349255
42.64874994799,0.0222796
42.678790254628,0.0200403
42.70914347729,0.0203532
42.739666774736,0.0205233
42.77615636672,0.0264896
42.814649629394,0.0284933
42.845794007612,0.0211444
42.874162115274,0.0183681
42.903141189367,0.0189791
42.932886846867,0.0197457
42.962812125865,0.0199253
42.994308633331,0.0214965
43.025590110997,0.0212815
43.056354309858,0.0207642
43.0884947251,0.0221404
43.115805526279,0.0173108
43.149045827512,0.0232403
43.179405613036,0.0203598
43.209013566158,0.019608
43.243619035436,0.0246055
43.275947089626,0.0223281
43.30875420023,0.0228071
43.338114894212,0.0193607
43.369626317956,0.0215114
43.400259062923,0.0206327
43.433597371411,0.0233383
43.466371967237,0.0227746
43.509687657453,0.0333157
43.540437088459,0.0207494
43.571600491657,0.0211634
43.601424003733,0.0198235
43.635625122625,0.0242011
43.667898386463,0.0222733
43.696704237454,0.0188059
43.727809977838,0.0211057
43.760775181524,0.0229652
43.789944981939,0.0191698
43.824723713255,0.0247787
43.856491154391,0.0217674
43.890914969713,0.0244238
43.922505013347,0.02159
43.953702241457,0.0211972
43.985567494789,0.0218653
44.022635303183,0.0270678
44.054527681067,0.0218924
44.087305875863,0.0227782
44.116901434421,0.0195956
44.150643605044,0.0237422
44.180655293601,0.0200117
44.213988670957,0.0233334
44.243719915807,0.0197312
44.274223329813,0.0205034
44.306652710326,0.0224294
44.337146780086,0.0204941
44.36906509967,0.0219183
44.399664668766,0.0205996
44.43236861985,0.022704
44.46949048232,0.0271219
44.49975957414,0.0202691
44.53087429568,0.0211147
44.563708149936,0.0228339
44.597713635566,0.0240055
44.629794866696,0.0220812
44.659972097826,0.0201772
44.693086036152,0.0231139
44.72414463797,0.0210586
44.750893061608,0.0167484
44.780699577828,0.0198065
44.808631003154,0.0179314
44.83777006066,0.0191391
44.869866388202,0.0220963
44.897941116108,0.0180747
44.92688965318,0.0189485
44.957705977604,0.0208163
44.9893277824,0.0216218
45.022066890042,0.0227391
45.053854860376,0.021788
45.084867391842,0.0210125
45.114088189374,0.0192208
45.143247772028,0.0191596
45.173729367394,0.0204816
45.202396725157,0.0186674
45.234526702979,0.02213
45.266288305649,0.0217616
45.297853439741,0.0215651
45.331568266211,0.0237148
45.366375691245,0.0248074
45.397381073153,0.0210054
45.427327898375,0.0199468
45.463684086985,0.0263562
45.495657565495,0.0219735
45.527685107981,0.0220275
45.555424900879,0.0177398
45.586703615625,0.0212787
45.616142311415,0.0194387
45.645926670693,0.0197844
45.675849356811,0.0199227
45.711699743427,0.0258504
45.741734923473,0.0200352
45.772998504357,0.0212636
45.805524105979,0.0225256
45.837089681127,0.0215656
45.869284243765,0.0221946
45.897531818946,0.0182476
45.929511910429,0.0219801
45.959620298085,0.0201084
45.990907585257,0.0212873
46.020327035783,0.0194195
46.051825548383,0.0214985
46.082585661189,0.0207601
46.111141080503,0.0185554
46.142151480693,0.0210104
46.172270879811,0.0201194
46.204876999153,0.0226061
46.235610683943,0.0207337
46.267045981289,0.0214353
46.295265331351,0.0182194
46.324142248251,0.0188769
46.351864561347,0.0177223
46.381858211295,0.0199936
46.412263810525,0.0204056
46.442927002733,0.0206632
46.471080921497,0.0181539
46.502004496372,0.0209236
46.533389706546,0.0213852
46.565165280462,0.0217756
46.596968528322,0.0218032
46.629689418814,0.0227209
46.659958010723,0.0202686
46.692363450015,0.0224054
46.722540882673,0.0201774
46.754893907781,0.022353
46.783345377165,0.0184515
46.811566986712,0.0182216
46.839713076262,0.0181461
46.869188903504,0.0194758
46.899639337086,0.0204504
46.932510987323,0.0228717
46.963317351969,0.0208064
46.994917112161,0.0215998
47.027394856825,0.0224777
47.057171969527,0.0197771
47.089770739842,0.0225988
47.124648828916,0.0248781
47.15347647363,0.0188276
47.187455230226,0.0239788
47.219885600858,0.0224304
47.252474168718,0.0225886
47.281095581874,0.0186214
47.317503830502,0.0264082
47.360620960228,0.0331171
47.392158291589,0.0215373
47.422021152751,0.0198629
47.451430714641,0.0194096
47.483502176152,0.0220715
47.512930423152,0.0194282
47.54668867773,0.0237583
47.574971391946,0.0182827
47.607495330221,0.0225239
47.639942198795,0.0224469
47.683467442195,0.0335252
47.71357763805,0.0201102
47.746259960786,0.0226823
47.776314930888,0.020055
47.807708116533,0.0213932
47.843719256615,0.0260111
47.873148794197,0.0194295
47.902987935552,0.0198391
47.931287182623,0.0182992
47.961399438428,0.0201123
47.991899529381,0.0205001
48.022749987711,0.0208505
48.052888432499,0.0201384
48.083931265139,0.0210428
48.114014699841,0.0200834
48.143986327751,0.0199716
48.173550177847,0.0195639
48.20410624868,0.0205561
48.236623445914,0.0225172
48.27066650844,0.0240431
48.300069030958,0.0194025
48.330825189692,0.0207562
48.359472703024,0.0186475
48.39140046447,0.0219278
48.420507503196,0.019107
48.450236966418,0.0197295
48.48782502645,0.0275881
48.51603241285,0.0182074
48.547658561328,0.0216261
48.579506946376,0.0218484
48.608132373074,0.0186254
48.63857543979,0.0204431
48.667591101994,0.0190157
48.706546192915,0.0289551
48.734647274633,0.0181011
48.765311856973,0.0206646
48.793231938691,0.0179201
48.830847161351,0.0276152
48.879733777112,0.0388866
48.925092811848,0.035359
48.95376811754,0.0186753
48.983881824228,0.0201137
49.013304445461,0.0194226
49.045801654105,0.0224972
49.076200486267,0.0203988
49.114741073471,0.0285406
49.143353994715,0.0186129
49.175111842043,0.0217578
49.221482178564,0.0363703
49.254415514602,0.0229333
49.288625697436,0.0242102
49.319386737695,0.020761
49.351420889918,0.0220342
49.380244221374,0.0188233
49.412831191964,0.022587
49.44227816085,0.019447
49.473752129736,0.021474
49.503286456229,0.0195343
49.532728156101,0.0194417
49.560118279381,0.0173901
49.590167020061,0.0200487
49.622258698907,0.0220917
49.649038019053,0.0167793
49.678817398437,0.0197794
49.706486663556,0.0176693
49.736719399308,0.0202327
49.76452845801,0.0178091
49.795395429464,0.020867
49.827142537648,0.0217471
49.856065569794,0.018923
49.885902564051,0.019837
49.915264874915,0.0193623
49.945935606751,0.0206707
49.978478886641,0.0225433
50.008740556404,0.0202617
50.040182866052,0.0214423
50.07131067232,0.0211278
50.105377213478,0.0240665
50.137074582972,0.0216974
50.171900515946,0.0248259
50.205873807858,0.0239733
50.23565017588,0.0197764
50.2636364817,0.0179863
50.295647865102,0.0220114
50.325262169356,0.0196143
50.353132346584,0.0178702
50.384744354116,0.021612
50.414808608412,0.0200643
50.444776692596,0.0199681
50.47260037866,0.0178237
50.504218461713,0.0216181
50.534274699899,0.0200562
50.564481720003,0.020207
50.594768021415,0.0202863
50.625105165086,0.0203371
50.655731528692,0.0206264
50.684426735167,0.0186952
50.715924753488,0.021498
50.744364348051,0.0184396
50.775489414941,0.0211251
50.805940402628,0.020451
50.838277488106,0.0223371
50.867076209514,0.0187987
50.89718997104,0.0201138
50.926907346746,0.0197174
50.955612223138,0.0187049
50.983724879864,0.0181127
51.012659959554,0.0189351
51.044136960606,0.021477
51.075003897512,0.0208669
51.105501977046,0.0204981
51.13692991706,0.0214279
51.167991355704,0.0210614
51.19920287167,0.0212115
51.227639761074,0.0184369
51.256692212222,0.0190525
51.286292866876,0.0196007
51.313487945236,0.0171951
51.34463062309,0.0211427
51.37436343804,0.0197328
51.405356075509,0.0209926
51.454496460461,0.0391404
51.486965674729,0.0224692
51.517213632733,0.020248
51.549389363349,0.0221757
51.578111440855,0.0187221
51.608288177403,0.0201767
51.641302549417,0.0230144
51.672078063763,0.0207755
51.701544740482,0.0194667
51.731535033194,0.0199903
51.760205222706,0.0186702
51.791079875064,0.0208747
51.8226562974,0.0215764
51.85199730908,0.019341
51.881961854754,0.0199645
51.911880404997,0.0199186
51.941728617312,0.0198482
51.973477268998,0.0217487
52.005283920614,0.0218067
52.034993637138,0.0197097
52.06495322966,0.0199596
