X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
199.795485755605,1
200.795485755605,2
202.795485755605,3
206.795485755605,4
214.795485755605,5
230.795485755605,6
262.795485755605,7
294.795485755605,8
303.112383853301,1
304.112383853301,2
306.112383853301,3
310.112383853301,4
318.112383853301,5
334.112383853301,6
337.829840425862,1
338.829840425862,2
340.829840425862,3
344.829840425862,4
352.829840425862,5
368.829840425862,6
373.794245924227,1
374.794245924227,2
400.829840425862,7
405.376192092564,3
