X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
174.954858421147,1
175.954858421147,2
177.954858421147,3
181.954858421147,4
189.954858421147,5
205.954858421147,6
237.954858421147,7
269.954858421147,8
293.704855222949,1
294.704855222949,2
296.704855222949,3
300.704855222949,4
308.704855222949,5
324.704855222949,6
337.928389558209,1
338.928389558209,2
340.928389558209,3
344.928389558209,4
352.928389558209,5
368.928389558209,6
400.928389558209,7
403.103932723393,1
404.103932723393,2
406.103932723393,3
410.103932723393,4
418.103932723393,5
434.103932723393,6
