X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
195.195263944091,1
196.195263944091,2
198.195263944091,3
202.195263944091,4
210.195263944091,5
226.195263944091,6
258.195263944091,7
289.588853195504,1
290.588853195504,2
292.588853195504,3
296.588853195504,4
304.588853195504,5
320.588853195504,6
338.063351853734,1
339.063351853734,2
341.063351853734,3
345.063351853734,4
353.063351853734,5
369.063351853734,6
374.683980236216,1
375.683980236216,2
377.683980236216,3
381.683980236216,4
389.683980236216,5
401.063351853734,7
402.483599516715,6
403.483599516715,7
433.063351853734,8
