X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
154.984105120801,1
155.984105120801,2
157.984105120801,3
161.984105120801,4
169.984105120801,5
185.984105120801,6
217.984105120801,7
249.984105120801,8
281.984105120801,9
289.801788823762,1
290.801788823762,2
292.801788823762,3
296.801788823762,4
304.801788823762,5
320.801788823762,6
339.6554006443,1
340.6554006443,2
342.6554006443,3
346.6554006443,4
354.6554006443,5
370.6554006443,6
402.6554006443,7
403.890202153924,1
404.890202153924,2
406.890202153924,3
410.890202153924,4
418.890202153924,5
434.890202153924,6
