X,frankfurt_urban.MA[0].udpApp[0]/rcvdPkLifetime:vector
30.254288807045,0.114289
30.254858575085,0.104859
30.257229343125,0.0972293
30.259185090213,0.0891851
30.269185090213,0.0891851
30.279185090213,0.0891851
30.289185104,0.0891851
30.299185104,0.0891851
30.30918511785,0.0891851
30.31918511785,0.0891851
30.33157998215,0.09158
30.33918511785,0.0891851
30.35146198215,0.091462
30.35918511785,0.0891851
30.37002211785,0.0900221
30.37918511785,0.0891851
30.3891851317,0.0891851
30.3991851317,0.0891851
30.410270145544,0.0902701
30.421192009838,0.091192
30.430067145544,0.0900671
30.43950760107,0.0895076
30.449185145544,0.0891851
30.460529076984,0.0905291
30.469275528767,0.0892755
30.479185145544,0.0891851
30.489185159388,0.0891852
30.499881118522,0.0898811
30.509499173296,0.0894992
30.51974113243,0.0897411
30.529185173296,0.0891852
30.539185173296,0.0891852
30.552544037654,0.092544
30.559185173296,0.0891852
30.569185173296,0.0891852
30.580261173296,0.0902612
30.589519119316,0.0895191
30.599946187204,0.0899462
30.610968065528,0.0909681
30.621777065528,0.0917771
30.629185201141,0.0891852
30.639185201141,0.0891852
30.649185201141,0.0891852
30.659185201141,0.0891852
30.669782188027,0.0897822
30.679185201141,0.0891852
30.689530215872,0.0895302
30.699563718697,0.0895637
30.70949922902,0.0894992
30.71918522902,0.0891852
30.73003622902,0.0900362
30.73918522902,0.0891852
30.74918522902,0.0891852
30.759434498436,0.0894345
30.77006722902,0.0900672
30.78019822902,0.0901982
30.789185242962,0.0891852
30.799185242962,0.0891852
30.810054256936,0.0900543
30.819647299546,0.0896473
30.829185256936,0.0891853
30.839991256936,0.0899913
30.849905256936,0.0899053
30.861432234496,0.0914322
30.869953299546,0.0899533
30.879185256936,0.0891853
30.88918527091,0.0891853
30.899737341436,0.0897373
30.909185285012,0.0891853
30.919185285012,0.0891853
30.9299149228,0.0899149
30.940829898245,0.0908299
30.949793398148,0.0897934
30.959690398148,0.0896904
30.969185285012,0.0891853
30.979833285012,0.0898333
30.99012745414,0.0901275
30.999185299114,0.0891853
31.009185313473,0.0891853
31.020779178282,0.0907792
31.030887178282,0.0908872
31.039931525211,0.0899315
31.049185313473,0.0891853
31.059856313473,0.0898563
31.069561412075,0.0895614
31.079864581203,0.0898646
31.092123319704,0.0921233
31.099185327832,0.0891853
31.109185342331,0.0891853
31.119185342331,0.0891853
31.129497681132,0.0894977
31.139185342331,0.0891853
31.149611469394,0.0896115
31.159185342331,0.0891853
31.169547737124,0.0895477
31.179818483753,0.0898185
31.18974835683,0.0897484
31.201950850215,0.0919509
31.209185371119,0.0891854
31.222507371119,0.0925074
31.229185371119,0.0891854
31.239973371119,0.0899734
31.250887235858,0.0908872
31.2595073635,0.0895074
31.269447668462,0.0894477
31.279368541539,0.0893685
31.290860235858,0.0908602
31.299185385408,0.0891854
31.309185399334,0.0891854
31.319185399334,0.0891854
31.329683584043,0.0896836
31.339185399334,0.0891854
31.351367476634,0.0913675
31.359185399334,0.0891854
31.371669399334,0.0916694
31.379185399334,0.0891854
31.391848381343,0.0918484
31.39918541326,0.0891854
31.409185426975,0.0891854
31.421768426975,0.0917684
31.429185426975,0.0891854
31.439665639899,0.0896656
31.45157929114,0.0915793
31.459185426975,0.0891854
31.469601541027,0.0896015
31.482611982592,0.092612
31.48918544069,0.0891854
31.49918544069,0.0891854
31.5100454543,0.0900455
31.52101331836,0.0910133
31.5291854543,0.0891855
31.54542958625,0.0954296
31.56511231836,0.105112
31.56583545031,0.0958355
31.5691854543,0.0891855
31.5791854543,0.0891855
31.59009046791,0.0900905
31.5997467358,0.0897467
31.611720345338,0.0917203
31.619185481399,0.0891855
31.631085749289,0.0910857
31.641218481399,0.0912185
31.649499481399,0.0894995
31.662867481399,0.0928675
31.670184481399,0.0901845
31.681846345338,0.0918463
31.690222044278,0.090222
31.699185494888,0.0891855
31.711255372068,0.0912554
31.719185508253,0.0891855
31.731495803242,0.0914958
31.739991508253,0.0899915
31.749185508253,0.0891855
31.759795803242,0.0897958
31.769185508253,0.0891855
31.779932366121,0.0899324
31.789793521618,0.0897935
31.801790533589,0.0917905
31.810216534858,0.0902165
31.819518676394,0.0895187
31.829728856701,0.0897289
31.840081534858,0.0900815
31.851482398548,0.0914824
31.861228534858,0.0912285
31.870520714569,0.0905207
31.88001418641,0.0900142
31.894139398548,0.0941394
31.899800896546,0.0898009
31.911183424778,0.0911834
31.919493231504,0.0894932
31.930426909661,0.0904269
31.939185561213,0.0891856
31.949185561213,0.0891856
31.960060089372,0.0900601
31.969493244869,0.0894932
31.981765424778,0.0917654
31.991526444366,0.0915264
31.999499574328,0.0894996
32.009185587316,0.0891856
32.019957310567,0.0899573
32.030004587316,0.0900046
32.039185587316,0.0891856
32.051548490278,0.0915485
32.059910587316,0.0899106
32.069757587316,0.0897576
32.082604148164,0.0926041
32.089185600304,0.0891856
32.101147476474,0.0911475
32.109598216238,0.0895982
32.12248701407,0.092487
32.133766766538,0.0937668
32.139185613164,0.0891856
32.151731304134,0.0917313
32.159402252814,0.0894023
32.177153574918,0.0971536
32.182403613164,0.0924036
32.191592879274,0.0915929
32.199185626024,0.0891856
32.209941638755,0.0899416
32.222109928819,0.0921099
32.229185638755,0.0891856
32.239768466415,0.0897685
32.249185638755,0.0891856
32.259896638755,0.0898966
32.269847638755,0.0898476
32.281246501936,0.0912465
32.294051501936,0.0940515
32.302407867866,0.0924079
32.317181867866,0.0971819
32.319185664087,0.0891857
32.329298944092,0.0892989
32.340157664087,0.0901577
32.352033116432,0.0920331
32.361655116432,0.0916551
32.371382527138,0.0913825
32.382286664087,0.0922867
32.391987181423,0.0919872
32.40432991775,0.0943299
32.409185689159,0.0891857
32.421548689159,0.0915487
32.43158955208,0.0915896
32.439185689159,0.0891857
32.449185689159,0.0891857
32.46222455208,0.0922246
32.469254022964,0.089254
32.481877684172,0.0918777
32.491582384729,0.0915824
32.502043713969,0.0920437
32.510492576758,0.0904926
32.522178104317,0.0921781
32.533726713969,0.0937267
32.542821972736,0.092822
32.549228891004,0.0892289
32.559806713969,0.0898067
32.572192104317,0.0921921
32.579185713969,0.0891857
32.594417116656,0.0944171
32.603177531418,0.0931775
32.625586601172,0.105587
32.627161015934,0.097161
32.636648002504,0.096648
32.640085738515,0.0900857
32.650521266074,0.0905213
32.660779601172,0.0907796
32.675884656422,0.0958847
32.684118668761,0.0941187
32.689796680968,0.0897967
32.699499750722,0.0894998
32.709185762795,0.0891858
32.723578625318,0.0935786
32.7296523149,0.0896523
32.740177842459,0.0901778
32.749185762795,0.0891858
32.766537503134,0.0965375
32.770166762795,0.0901668
32.779507257353,0.0895073
32.792348213776,0.0923482
32.800139774868,0.0901398
32.810404786808,0.0904048
32.823096649198,0.0930966
32.832656210425,0.0926562
32.842812786808,0.0928128
32.857639103532,0.0976391
32.861255649198,0.0912556
32.869910786808,0.0899108
32.891282649198,0.101283
32.892015111986,0.0920151
32.900133399146,0.0901334
32.910089810554,0.0900898
32.920846371781,0.0908464
32.93126467281,0.0912647
32.94177867281,0.0917787
32.949499810554,0.0894998
32.95959337578,0.0895934
32.969185810554,0.0891858
32.983982069935,0.0939821
33.00937769621,0.109378
33.01002020601,0.10002
33.01206371581,0.0920637
33.02186869621,0.0918687
33.03479469621,0.0947947
33.05306804474,0.103068
33.05427855454,0.0942786
33.05975283406,0.0897528
33.06994183406,0.0899418
33.081064292015,0.0910643
33.09285069621,0.0928507
33.103738252382,0.0937383
33.113105367153,0.0931054
33.122196857353,0.0921969
33.14001418641,0.100014
33.144654229069,0.0946542
33.149283505003,0.0892835
33.160332505003,0.0903325
33.169838857353,0.0898389
33.180072857353,0.0900729
33.192422401932,0.0924224
33.199185868946,0.0891859
33.212915436297,0.0929154
33.221201880401,0.0912019
33.229494390074,0.0894944
33.241647436297,0.0916474
33.252309742306,0.0923097
33.28129188672,0.111292
33.283028442616,0.103028
33.285810095923,0.0958101
33.289185891856,0.0891859
33.30517534347,0.0951753
33.309811903173,0.0898119
33.321440481703,0.0914405
33.334155983628,0.094156
33.34355176494,0.0935518
33.367558935795,0.107559
33.368943491691,0.0989435
33.37118376494,0.0911838
33.379739903173,0.0897399
33.401646232139,0.101646
33.402932833025,0.0929328
33.410337642431,0.0903376
33.42369912744,0.0936991
33.429499925668,0.0894999
33.440824787296,0.0908248
33.449185925668,0.0891859
33.461601526554,0.0916015
33.474206388182,0.0942064
33.493964388182,0.103964
33.494570989068,0.094571
33.500503403905,0.0905034
33.513958888914,0.0939589
33.538873432334,0.108873
33.539678055296,0.0996781
