X,frankfurt_urban.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
46.28,1
46.29,2
46.3,3
46.31,4
46.32,5
46.33,6
46.34,7
46.35,8
46.36,9
46.37,10
46.38,11
46.39,12
46.4,13
46.41,14
46.42,15
46.43,16
46.44,17
46.45,18
46.46,19
46.47,20
46.48,21
46.49,22
46.5,23
46.51,24
46.52,25
46.53,26
46.54,27
46.55,28
46.56,29
46.57,30
46.58,31
46.59,32
46.6,33
46.61,34
46.62,35
46.63,36
46.64,37
46.65,38
46.66,39
46.67,40
46.68,41
46.69,42
46.7,43
46.71,44
46.72,45
46.73,46
46.74,47
46.75,48
46.76,49
46.77,50
46.78,51
46.79,52
46.8,53
46.81,54
46.82,55
46.83,56
46.84,57
46.85,58
46.86,59
46.87,60
46.88,61
46.89,62
46.9,63
46.91,64
46.92,65
46.93,66
46.94,67
46.95,68
46.96,69
46.97,70
46.98,71
46.99,72
47,73
47.01,74
47.02,75
47.03,76
47.04,77
47.05,78
47.06,79
47.07,80
47.08,81
47.09,82
47.1,83
47.11,84
47.12,85
47.13,86
47.14,87
47.15,88
47.16,89
47.17,90
47.18,91
47.19,92
47.2,93
47.21,94
47.22,95
47.23,96
47.24,97
47.25,98
47.26,99
47.27,100
47.28,101
47.29,102
47.3,103
47.31,104
47.32,105
47.33,106
47.34,107
47.35,108
47.36,109
47.37,110
47.38,111
47.39,112
47.4,113
47.41,114
47.42,115
47.43,116
47.44,117
47.45,118
47.46,119
47.47,120
47.48,121
47.49,122
47.5,123
47.51,124
47.52,125
47.53,126
47.54,127
47.55,128
47.56,129
47.57,130
47.58,131
47.59,132
47.6,133
47.61,134
47.62,135
47.63,136
47.64,137
47.65,138
47.66,139
47.67,140
47.68,141
47.69,142
47.7,143
47.71,144
47.72,145
47.73,146
47.74,147
47.75,148
47.76,149
47.77,150
47.78,151
47.79,152
47.8,153
47.81,154
47.82,155
47.83,156
47.84,157
47.85,158
47.86,159
47.87,160
47.88,161
47.89,162
47.9,163
47.91,164
47.92,165
47.93,166
47.94,167
47.95,168
47.96,169
47.97,170
47.98,171
47.99,172
48,173
48.01,174
48.02,175
48.03,176
48.04,177
48.05,178
48.06,179
48.07,180
48.08,181
48.09,182
48.1,183
48.11,184
48.12,185
48.13,186
48.14,187
48.15,188
48.16,189
48.17,190
48.18,191
48.19,192
48.2,193
48.21,194
48.22,195
48.23,196
48.24,197
48.25,198
48.26,199
48.27,200
48.28,201
48.29,202
48.3,203
48.31,204
48.32,205
48.33,206
48.34,207
48.35,208
48.36,209
48.37,210
48.38,211
48.39,212
48.4,213
48.41,214
48.42,215
48.43,216
48.44,217
48.45,218
48.46,219
48.47,220
48.48,221
48.49,222
48.5,223
48.51,224
48.52,225
48.53,226
48.54,227
48.55,228
48.56,229
48.57,230
48.58,231
48.59,232
48.6,233
48.61,234
48.62,235
48.63,236
48.64,237
48.65,238
48.66,239
48.67,240
48.68,241
48.69,242
48.7,243
48.71,244
48.72,245
48.73,246
48.74,247
48.75,248
48.76,249
48.77,250
48.78,251
48.79,252
48.8,253
48.81,254
48.82,255
48.83,256
48.84,257
48.85,258
48.86,259
48.87,260
48.88,261
48.89,262
48.9,263
48.91,264
48.92,265
48.93,266
48.94,267
48.95,268
48.96,269
48.97,270
48.98,271
48.99,272
49,273
49.01,274
49.02,275
49.03,276
49.04,277
49.05,278
49.06,279
49.07,280
49.08,281
49.09,282
49.1,283
49.11,284
49.12,285
49.13,286
49.14,287
49.15,288
49.16,289
49.17,290
49.18,291
49.19,292
49.2,293
49.21,294
49.22,295
49.23,296
49.24,297
49.25,298
49.26,299
49.27,300
49.28,301
49.29,302
49.3,303
49.31,304
49.32,305
49.33,306
49.34,307
49.35,308
49.36,309
49.37,310
49.38,311
49.39,312
49.4,313
49.41,314
49.42,315
49.43,316
49.44,317
49.45,318
49.46,319
49.47,320
49.48,321
49.49,322
49.5,323
49.51,324
49.52,325
49.53,326
49.54,327
49.55,328
49.56,329
49.57,330
49.58,331
49.59,332
49.6,333
49.61,334
49.62,335
49.63,336
49.64,337
49.65,338
49.66,339
49.67,340
49.68,341
49.69,342
49.7,343
49.71,344
49.72,345
49.73,346
49.74,347
49.75,348
49.76,349
49.77,350
49.78,351
49.79,352
49.8,353
49.81,354
49.82,355
49.83,356
49.84,357
49.85,358
49.86,359
49.87,360
49.88,361
49.89,362
49.9,363
49.91,364
49.92,365
49.93,366
49.94,367
49.95,368
49.96,369
49.97,370
49.98,371
49.99,372
50,373
50.01,374
50.02,375
50.03,376
50.04,377
50.05,378
50.06,379
50.07,380
50.08,381
50.09,382
50.1,383
50.11,384
50.12,385
50.13,386
50.14,387
50.15,388
50.16,389
50.17,390
50.18,391
50.19,392
50.2,393
50.21,394
50.22,395
50.23,396
50.24,397
50.25,398
50.26,399
50.27,400
50.28,401
50.29,402
50.3,403
50.31,404
50.32,405
50.33,406
50.34,407
50.35,408
50.36,409
50.37,410
50.38,411
50.39,412
50.4,413
50.41,414
50.42,415
50.43,416
50.44,417
50.45,418
50.46,419
50.47,420
50.48,421
50.49,422
50.5,423
50.51,424
50.52,425
50.53,426
50.54,427
50.55,428
50.56,429
50.57,430
50.58,431
50.59,432
50.6,433
50.61,434
50.62,435
50.63,436
50.64,437
50.65,438
50.66,439
50.67,440
50.68,441
50.69,442
50.7,443
50.71,444
50.72,445
50.73,446
50.74,447
50.75,448
50.76,449
50.77,450
50.78,451
50.79,452
50.8,453
50.81,454
50.82,455
50.83,456
50.84,457
50.85,458
50.86,459
