X,frankfurt_urban.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
47.7,1
47.71,2
47.72,3
47.73,4
47.74,5
47.75,6
47.76,7
47.77,8
47.78,9
47.79,10
47.8,11
47.81,12
47.82,13
47.83,14
47.84,15
47.85,16
47.86,17
47.87,18
47.88,19
47.89,20
47.9,21
47.91,22
47.92,23
47.93,24
47.94,25
47.95,26
47.96,27
47.97,28
47.98,29
47.99,30
48,31
48.01,32
48.02,33
48.03,34
48.04,35
48.05,36
48.06,37
48.07,38
48.08,39
48.09,40
48.1,41
48.11,42
48.12,43
48.13,44
48.14,45
48.15,46
48.16,47
48.17,48
48.18,49
48.19,50
48.2,51
48.21,52
48.22,53
48.23,54
48.24,55
48.25,56
48.26,57
48.27,58
48.28,59
48.29,60
48.3,61
48.31,62
48.32,63
48.33,64
48.34,65
48.35,66
48.36,67
48.37,68
48.38,69
48.39,70
48.4,71
48.41,72
48.42,73
48.43,74
48.44,75
48.45,76
48.46,77
48.47,78
48.48,79
48.49,80
48.5,81
48.51,82
48.52,83
48.53,84
48.54,85
48.55,86
48.56,87
48.57,88
48.58,89
48.59,90
48.6,91
48.61,92
48.62,93
48.63,94
48.64,95
48.65,96
48.66,97
48.67,98
48.68,99
48.69,100
48.7,101
48.71,102
48.72,103
48.73,104
48.74,105
48.75,106
48.76,107
48.77,108
48.78,109
48.79,110
48.8,111
48.81,112
48.82,113
48.83,114
48.84,115
48.85,116
48.86,117
48.87,118
48.88,119
48.89,120
48.9,121
48.91,122
48.92,123
48.93,124
48.94,125
48.95,126
48.96,127
48.97,128
48.98,129
48.99,130
49,131
49.01,132
49.02,133
49.03,134
49.04,135
49.05,136
49.06,137
49.07,138
49.08,139
49.09,140
49.1,141
49.11,142
49.12,143
49.13,144
49.14,145
49.15,146
49.16,147
49.17,148
49.18,149
49.19,150
49.2,151
49.21,152
49.22,153
49.23,154
49.24,155
49.25,156
49.26,157
49.27,158
49.28,159
49.29,160
49.3,161
49.31,162
49.32,163
49.33,164
49.34,165
49.35,166
49.36,167
49.37,168
49.38,169
49.39,170
49.4,171
49.41,172
49.42,173
49.43,174
49.44,175
49.45,176
49.46,177
49.47,178
49.48,179
49.49,180
49.5,181
49.51,182
49.52,183
49.53,184
49.54,185
49.55,186
49.56,187
49.57,188
49.58,189
49.59,190
49.6,191
49.61,192
49.62,193
49.63,194
49.64,195
49.65,196
49.66,197
49.67,198
49.68,199
49.69,200
49.7,201
49.71,202
49.72,203
49.73,204
49.74,205
49.75,206
49.76,207
49.77,208
49.78,209
49.79,210
49.8,211
49.81,212
49.82,213
49.83,214
49.84,215
49.85,216
49.86,217
49.87,218
49.88,219
49.89,220
49.9,221
49.91,222
49.92,223
49.93,224
49.94,225
49.95,226
49.96,227
49.97,228
49.98,229
49.99,230
50,231
50.01,232
50.02,233
50.03,234
50.04,235
50.05,236
50.06,237
50.07,238
50.08,239
50.09,240
50.1,241
50.11,242
50.12,243
50.13,244
50.14,245
50.15,246
50.16,247
50.17,248
50.18,249
50.19,250
50.2,251
50.21,252
50.22,253
50.23,254
50.24,255
50.25,256
50.26,257
50.27,258
50.28,259
50.29,260
50.3,261
50.31,262
50.32,263
50.33,264
50.34,265
50.35,266
50.36,267
50.37,268
50.38,269
50.39,270
50.4,271
50.41,272
50.42,273
50.43,274
50.44,275
50.45,276
50.46,277
50.47,278
50.48,279
50.49,280
50.5,281
50.51,282
50.52,283
50.53,284
50.54,285
50.55,286
50.56,287
50.57,288
50.58,289
50.59,290
50.6,291
50.61,292
50.62,293
50.63,294
50.64,295
50.65,296
50.66,297
50.67,298
50.68,299
50.69,300
50.7,301
50.71,302
50.72,303
50.73,304
50.74,305
50.75,306
50.76,307
50.77,308
50.78,309
50.79,310
50.8,311
50.81,312
50.82,313
50.83,314
50.84,315
50.85,316
50.86,317
50.87,318
50.88,319
50.89,320
50.9,321
50.91,322
50.92,323
50.93,324
50.94,325
50.95,326
50.96,327
50.97,328
50.98,329
50.99,330
51,331
51.01,332
51.02,333
51.03,334
51.04,335
51.05,336
51.06,337
51.07,338
51.08,339
51.09,340
51.1,341
51.11,342
51.12,343
51.13,344
51.14,345
51.15,346
51.16,347
51.17,348
51.18,349
51.19,350
51.2,351
51.21,352
51.22,353
51.23,354
51.24,355
51.25,356
51.26,357
51.27,358
51.28,359
51.29,360
51.3,361
51.31,362
51.32,363
51.33,364
51.34,365
51.35,366
51.36,367
51.37,368
51.38,369
51.39,370
51.4,371
51.41,372
51.42,373
51.43,374
51.44,375
51.45,376
51.46,377
51.47,378
51.48,379
51.49,380
51.5,381
51.51,382
51.52,383
51.53,384
51.54,385
51.55,386
51.56,387
51.57,388
51.58,389
51.59,390
51.6,391
51.61,392
51.62,393
51.63,394
51.64,395
51.65,396
51.66,397
51.67,398
51.68,399
51.69,400
51.7,401
51.71,402
51.72,403
51.73,404
51.74,405
51.75,406
51.76,407
51.77,408
51.78,409
51.79,410
51.8,411
51.81,412
51.82,413
51.83,414
51.84,415
51.85,416
51.86,417
51.87,418
51.88,419
51.89,420
51.9,421
51.91,422
51.92,423
51.93,424
51.94,425
51.95,426
51.96,427
51.97,428
51.98,429
51.99,430
52,431
52.01,432
52.02,433
52.03,434
52.04,435
52.05,436
52.06,437
52.07,438
52.08,439
52.09,440
52.1,441
52.11,442
52.12,443
52.13,444
52.14,445
52.15,446
52.16,447
52.17,448
52.18,449
52.19,450
52.2,451
52.21,452
52.22,453
52.23,454
52.24,455
52.25,456
52.26,457
52.27,458
52.28,459
52.29,460
52.3,461
52.31,462
52.32,463
52.33,464
52.34,465
52.35,466
52.36,467
52.37,468
52.38,469
52.39,470
52.4,471
52.41,472
52.42,473
52.43,474
52.44,475
52.45,476
52.46,477
52.47,478
52.48,479
52.49,480
52.5,481
52.51,482
52.52,483
52.53,484
52.54,485
52.55,486
52.56,487
52.57,488
52.58,489
52.59,490
52.6,491
52.61,492
52.62,493
52.63,494
52.64,495
52.65,496
52.66,497
52.67,498
52.68,499
52.69,500
52.7,501
52.71,502
52.72,503
52.73,504
52.74,505
52.75,506
52.76,507
52.77,508
52.78,509
52.79,510
52.8,511
52.81,512
52.82,513
52.83,514
52.84,515
52.85,516
52.86,517
52.87,518
52.88,519
52.89,520
52.9,521
52.91,522
52.92,523
52.93,524
52.94,525
52.95,526
52.96,527
52.97,528
52.98,529
52.99,530
53,531
53.01,532
53.02,533
53.03,534
53.04,535
53.05,536
53.06,537
53.07,538
53.08,539
53.09,540
53.1,541
53.11,542
53.12,543
53.13,544
53.14,545
53.15,546
53.16,547
53.17,548
53.18,549
53.19,550
53.2,551
53.21,552
53.22,553
53.23,554
53.24,555
53.25,556
53.26,557
53.27,558
53.28,559
53.29,560
53.3,561
53.31,562
53.32,563
53.33,564
53.34,565
53.35,566
53.36,567
53.37,568
53.38,569
53.39,570
53.4,571
53.41,572
53.42,573
53.43,574
53.44,575
53.45,576
53.46,577
53.47,578
53.48,579
53.49,580
53.5,581
53.51,582
53.52,583
53.53,584
53.54,585
53.55,586
53.56,587
53.57,588
53.58,589
53.59,590
53.6,591
53.61,592
53.62,593
53.63,594
53.64,595
53.65,596
53.66,597
53.67,598
53.68,599
53.69,600
53.7,601
53.71,602
53.72,603
53.73,604
53.74,605
53.75,606
53.76,607
53.77,608
53.78,609
53.79,610
53.8,611
53.81,612
53.82,613
53.83,614
53.84,615
53.85,616
53.86,617
53.87,618
53.88,619
53.89,620
53.9,621
53.91,622
53.92,623
53.93,624
53.94,625
53.95,626
53.96,627
53.97,628
53.98,629
53.99,630
54,631
54.01,632
