X,frankfurt_urban.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
45.97,1
45.98,2
45.99,3
46,4
46.01,5
46.02,6
46.03,7
46.04,8
46.05,9
46.06,10
46.07,11
46.08,12
46.09,13
46.1,14
46.11,15
46.12,16
46.13,17
46.14,18
46.15,19
46.16,20
46.17,21
46.18,22
46.19,23
46.2,24
46.21,25
46.22,26
46.23,27
46.24,28
46.25,29
46.26,30
46.27,31
46.28,32
46.29,33
46.3,34
46.31,35
46.32,36
46.33,37
46.34,38
46.35,39
46.36,40
46.37,41
46.38,42
46.39,43
46.4,44
46.41,45
46.42,46
46.43,47
46.44,48
46.45,49
46.46,50
46.47,51
46.48,52
46.49,53
46.5,54
46.51,55
46.52,56
46.53,57
46.54,58
46.55,59
46.56,60
46.57,61
46.58,62
46.59,63
46.6,64
46.61,65
46.62,66
46.63,67
46.64,68
46.65,69
46.66,70
46.67,71
46.68,72
46.69,73
46.7,74
46.71,75
46.72,76
46.73,77
46.74,78
46.75,79
46.76,80
46.77,81
46.78,82
46.79,83
46.8,84
46.81,85
46.82,86
46.83,87
46.84,88
46.85,89
46.86,90
46.87,91
46.88,92
46.89,93
46.9,94
46.91,95
46.92,96
46.93,97
46.94,98
46.95,99
46.96,100
46.97,101
46.98,102
46.99,103
47,104
47.01,105
47.02,106
47.03,107
47.04,108
47.05,109
47.06,110
47.07,111
47.08,112
47.09,113
47.1,114
47.11,115
47.12,116
47.13,117
47.14,118
47.15,119
47.16,120
47.17,121
47.18,122
47.19,123
47.2,124
47.21,125
47.22,126
47.23,127
47.24,128
47.25,129
47.26,130
47.27,131
47.28,132
47.29,133
47.3,134
47.31,135
47.32,136
47.33,137
47.34,138
47.35,139
47.36,140
47.37,141
47.38,142
47.39,143
47.4,144
47.41,145
47.42,146
47.43,147
47.44,148
47.45,149
47.46,150
47.47,151
47.48,152
47.49,153
47.5,154
47.51,155
47.52,156
47.53,157
47.54,158
47.55,159
47.56,160
47.57,161
47.58,162
47.59,163
47.6,164
47.61,165
47.62,166
47.63,167
47.64,168
47.65,169
47.66,170
47.67,171
47.68,172
47.69,173
47.7,174
47.71,175
47.72,176
47.73,177
47.74,178
47.75,179
47.76,180
47.77,181
47.78,182
47.79,183
47.8,184
47.81,185
47.82,186
47.83,187
47.84,188
47.85,189
47.86,190
47.87,191
47.88,192
47.89,193
47.9,194
47.91,195
47.92,196
47.93,197
47.94,198
47.95,199
47.96,200
47.97,201
47.98,202
47.99,203
48,204
48.01,205
48.02,206
48.03,207
48.04,208
48.05,209
48.06,210
48.07,211
48.08,212
48.09,213
48.1,214
48.11,215
48.12,216
48.13,217
48.14,218
48.15,219
48.16,220
48.17,221
48.18,222
48.19,223
48.2,224
48.21,225
48.22,226
48.23,227
48.24,228
48.25,229
48.26,230
48.27,231
48.28,232
48.29,233
48.3,234
48.31,235
48.32,236
48.33,237
48.34,238
48.35,239
48.36,240
48.37,241
48.38,242
48.39,243
48.4,244
48.41,245
48.42,246
48.43,247
48.44,248
48.45,249
48.46,250
48.47,251
48.48,252
48.49,253
48.5,254
48.51,255
48.52,256
48.53,257
48.54,258
48.55,259
48.56,260
48.57,261
48.58,262
48.59,263
48.6,264
48.61,265
48.62,266
48.63,267
48.64,268
48.65,269
48.66,270
48.67,271
48.68,272
48.69,273
48.7,274
48.71,275
48.72,276
48.73,277
48.74,278
48.75,279
48.76,280
48.77,281
48.78,282
48.79,283
48.8,284
48.81,285
48.82,286
48.83,287
48.84,288
48.85,289
48.86,290
48.87,291
48.88,292
48.89,293
48.9,294
48.91,295
48.92,296
48.93,297
48.94,298
48.95,299
48.96,300
48.97,301
48.98,302
48.99,303
49,304
49.01,305
49.02,306
49.03,307
49.04,308
49.05,309
49.06,310
49.07,311
49.08,312
49.09,313
49.1,314
49.11,315
49.12,316
49.13,317
49.14,318
49.15,319
49.16,320
49.17,321
49.18,322
49.19,323
49.2,324
49.21,325
49.22,326
49.23,327
49.24,328
49.25,329
49.26,330
49.27,331
49.28,332
49.29,333
49.3,334
49.31,335
49.32,336
49.33,337
49.34,338
49.35,339
49.36,340
49.37,341
49.38,342
49.39,343
49.4,344
49.41,345
49.42,346
49.43,347
49.44,348
49.45,349
49.46,350
49.47,351
49.48,352
49.49,353
49.5,354
49.51,355
49.52,356
49.53,357
49.54,358
49.55,359
49.56,360
49.57,361
49.58,362
49.59,363
49.6,364
49.61,365
49.62,366
49.63,367
49.64,368
49.65,369
49.66,370
49.67,371
49.68,372
49.69,373
49.7,374
49.71,375
49.72,376
49.73,377
49.74,378
49.75,379
49.76,380
49.77,381
49.78,382
49.79,383
49.8,384
49.81,385
49.82,386
49.83,387
49.84,388
49.85,389
49.86,390
49.87,391
49.88,392
49.89,393
49.9,394
49.91,395
49.92,396
49.93,397
49.94,398
49.95,399
49.96,400
49.97,401
49.98,402
49.99,403
50,404
50.01,405
50.02,406
50.03,407
50.04,408
50.05,409
50.06,410
50.07,411
50.08,412
50.09,413
50.1,414
50.11,415
50.12,416
50.13,417
50.14,418
50.15,419
50.16,420
50.17,421
50.18,422
50.19,423
50.2,424
50.21,425
50.22,426
50.23,427
50.24,428
50.25,429
50.26,430
50.27,431
50.28,432
50.29,433
50.3,434
50.31,435
50.32,436
50.33,437
50.34,438
50.35,439
50.36,440
50.37,441
50.38,442
50.39,443
50.4,444
50.41,445
50.42,446
50.43,447
50.44,448
50.45,449
50.46,450
50.47,451
50.48,452
50.49,453
50.5,454
50.51,455
50.52,456
50.53,457
50.54,458
50.55,459
50.56,460
50.57,461
50.58,462
50.59,463
50.6,464
50.61,465
50.62,466
50.63,467
50.64,468
50.65,469
50.66,470
50.67,471
50.68,472
50.69,473
50.7,474
50.71,475
50.72,476
50.73,477
50.74,478
50.75,479
50.76,480
50.77,481
50.78,482
50.79,483
50.8,484
50.81,485
50.82,486
50.83,487
50.84,488
50.85,489
50.86,490
50.87,491
50.88,492
50.89,493
50.9,494
50.91,495
50.92,496
50.93,497
50.94,498
50.95,499
50.96,500
50.97,501
50.98,502
50.99,503
51,504
51.01,505
51.02,506
51.03,507
51.04,508
51.05,509
51.06,510
51.07,511
51.08,512
51.09,513
51.1,514
51.11,515
51.12,516
51.13,517
51.14,518
51.15,519
51.16,520
51.17,521
51.18,522
51.19,523
51.2,524
51.21,525
51.22,526
51.23,527
51.24,528
51.25,529
51.26,530
51.27,531
51.28,532
51.29,533
51.3,534
51.31,535
51.32,536
51.33,537
51.34,538
51.35,539
51.36,540
51.37,541
51.38,542
51.39,543
51.4,544
51.41,545
51.42,546
51.43,547
51.44,548
51.45,549
51.46,550
51.47,551
51.48,552
51.49,553
51.5,554
51.51,555
51.52,556
51.53,557
51.54,558
51.55,559
51.56,560
51.57,561
51.58,562
51.59,563
51.6,564
51.61,565
51.62,566
51.63,567
51.64,568
51.65,569
51.66,570
51.67,571
51.68,572
51.69,573
51.7,574
51.71,575
51.72,576
51.73,577
51.74,578
51.75,579
51.76,580
51.77,581
51.78,582
51.79,583
51.8,584
51.81,585
51.82,586
51.83,587
51.84,588
51.85,589
51.86,590
51.87,591
51.88,592
51.89,593
51.9,594
51.91,595
51.92,596
51.93,597
51.94,598
51.95,599
51.96,600
51.97,601
51.98,602
51.99,603
52,604
52.01,605
52.02,606
52.03,607
52.04,608
52.05,609
52.06,610
52.07,611
52.08,612
52.09,613
52.1,614
52.11,615
52.12,616
52.13,617
52.14,618
52.15,619
52.16,620
52.17,621
52.18,622
52.19,623
52.2,624
52.21,625
52.22,626
52.23,627
52.24,628
52.25,629
52.26,630
52.27,631
52.28,632
52.29,633
52.3,634
52.31,635
52.32,636
52.33,637
52.34,638
52.35,639
52.36,640
52.37,641
52.38,642
52.39,643
52.4,644
52.41,645
52.42,646
52.43,647
52.44,648
52.45,649
52.46,650
52.47,651
52.48,652
52.49,653
52.5,654
52.51,655
52.52,656
52.53,657
52.54,658
52.55,659
52.56,660
52.57,661
52.58,662
52.59,663
52.6,664
52.61,665
52.62,666
52.63,667
52.64,668
52.65,669
52.66,670
52.67,671
52.68,672
52.69,673
52.7,674
52.71,675
52.72,676
52.73,677
52.74,678
52.75,679
52.76,680
52.77,681
52.78,682
52.79,683
52.8,684
52.81,685
52.82,686
52.83,687
52.84,688
52.85,689
52.86,690
52.87,691
52.88,692
52.89,693
52.9,694
52.91,695
52.92,696
52.93,697
52.94,698
52.95,699
52.96,700
52.97,701
52.98,702
52.99,703
53,704
53.01,705
53.02,706
53.03,707
53.04,708
53.05,709
53.06,710
53.07,711
53.08,712
53.09,713
53.1,714
53.11,715
53.12,716
53.13,717
53.14,718
53.15,719
53.16,720
53.17,721
53.18,722
53.19,723
53.2,724
53.21,725
53.22,726
53.23,727
53.24,728
53.25,729
53.26,730
53.27,731
53.28,732
53.29,733
53.3,734
53.31,735
53.32,736
53.33,737
53.34,738
53.35,739
53.36,740
53.37,741
53.38,742
53.39,743
53.4,744
53.41,745
53.42,746
53.43,747
53.44,748
53.45,749
53.46,750
53.47,751
53.48,752
53.49,753
53.5,754
53.51,755
53.52,756
53.53,757
53.54,758
53.55,759
53.56,760
53.57,761
53.58,762
53.59,763
53.6,764
53.61,765
53.62,766
53.63,767
53.64,768
53.65,769
53.66,770
53.67,771
53.68,772
53.69,773
53.7,774
53.71,775
53.72,776
53.73,777
53.74,778
53.75,779
53.76,780
53.77,781
53.78,782
53.79,783
53.8,784
53.81,785
53.82,786
53.83,787
53.84,788
53.85,789
53.86,790
53.87,791
53.88,792
53.89,793
53.9,794
53.91,795
53.92,796
53.93,797
53.94,798
53.95,799
53.96,800
53.97,801
53.98,802
53.99,803
54,804
54.01,805
54.02,806
54.03,807
54.04,808
54.05,809
54.06,810
54.07,811
