X,frankfurt_urban.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
47.65,1
47.66,2
47.67,3
47.68,4
47.69,5
47.7,6
47.71,7
47.72,8
47.73,9
47.74,10
47.75,11
47.76,12
47.77,13
47.78,14
47.79,15
47.8,16
47.81,17
47.82,18
47.83,19
47.84,20
47.85,21
47.86,22
47.87,23
47.88,24
47.89,25
47.9,26
47.91,27
47.92,28
47.93,29
47.94,30
47.95,31
47.96,32
47.97,33
47.98,34
47.99,35
48,36
48.01,37
48.02,38
48.03,39
48.04,40
48.05,41
48.06,42
48.07,43
48.08,44
48.09,45
48.1,46
48.11,47
48.12,48
48.13,49
48.14,50
48.15,51
48.16,52
48.17,53
48.18,54
48.19,55
48.2,56
48.21,57
48.22,58
48.23,59
48.24,60
48.25,61
48.26,62
48.27,63
48.28,64
48.29,65
48.3,66
48.31,67
48.32,68
48.33,69
48.34,70
48.35,71
48.36,72
48.37,73
48.38,74
48.39,75
48.4,76
48.41,77
48.42,78
48.43,79
48.44,80
48.45,81
48.46,82
48.47,83
48.48,84
48.49,85
48.5,86
48.51,87
48.52,88
48.53,89
48.54,90
48.55,91
48.56,92
48.57,93
48.58,94
48.59,95
48.6,96
48.61,97
48.62,98
48.63,99
48.64,100
48.65,101
48.66,102
48.67,103
48.68,104
48.69,105
48.7,106
48.71,107
48.72,108
48.73,109
48.74,110
48.75,111
48.76,112
48.77,113
48.78,114
48.79,115
48.8,116
48.81,117
48.82,118
48.83,119
48.84,120
48.85,121
48.86,122
48.87,123
48.88,124
48.89,125
48.9,126
48.91,127
48.92,128
48.93,129
48.94,130
48.95,131
48.96,132
48.97,133
48.98,134
48.99,135
49,136
49.01,137
49.02,138
49.03,139
49.04,140
49.05,141
49.06,142
49.07,143
49.08,144
49.09,145
49.1,146
49.11,147
49.12,148
49.13,149
49.14,150
49.15,151
49.16,152
49.17,153
49.18,154
49.19,155
49.2,156
49.21,157
49.22,158
49.23,159
49.24,160
49.25,161
49.26,162
49.27,163
49.28,164
49.29,165
49.3,166
49.31,167
49.32,168
49.33,169
49.34,170
49.35,171
49.36,172
49.37,173
49.38,174
49.39,175
49.4,176
49.41,177
49.42,178
49.43,179
49.44,180
49.45,181
49.46,182
49.47,183
49.48,184
49.49,185
49.5,186
49.51,187
49.52,188
49.53,189
49.54,190
49.55,191
49.56,192
49.57,193
49.58,194
49.59,195
49.6,196
49.61,197
49.62,198
49.63,199
49.64,200
49.65,201
49.66,202
49.67,203
49.68,204
49.69,205
49.7,206
49.71,207
49.72,208
49.73,209
49.74,210
49.75,211
49.76,212
49.77,213
49.78,214
49.79,215
49.8,216
49.81,217
49.82,218
49.83,219
49.84,220
49.85,221
49.86,222
49.87,223
49.88,224
49.89,225
49.9,226
49.91,227
49.92,228
49.93,229
49.94,230
49.95,231
49.96,232
49.97,233
49.98,234
49.99,235
50,236
50.01,237
50.02,238
50.03,239
50.04,240
50.05,241
50.06,242
50.07,243
50.08,244
50.09,245
50.1,246
50.11,247
50.12,248
50.13,249
50.14,250
50.15,251
50.16,252
50.17,253
50.18,254
50.19,255
50.2,256
50.21,257
50.22,258
50.23,259
50.24,260
50.25,261
50.26,262
50.27,263
50.28,264
50.29,265
50.3,266
50.31,267
50.32,268
50.33,269
50.34,270
50.35,271
50.36,272
50.37,273
50.38,274
50.39,275
50.4,276
50.41,277
50.42,278
50.43,279
50.44,280
50.45,281
50.46,282
50.47,283
50.48,284
50.49,285
50.5,286
50.51,287
50.52,288
50.53,289
50.54,290
50.55,291
50.56,292
50.57,293
50.58,294
50.59,295
50.6,296
50.61,297
50.62,298
50.63,299
50.64,300
50.65,301
50.66,302
50.67,303
50.68,304
50.69,305
50.7,306
50.71,307
50.72,308
50.73,309
50.74,310
50.75,311
50.76,312
50.77,313
50.78,314
50.79,315
50.8,316
50.81,317
50.82,318
50.83,319
50.84,320
50.85,321
50.86,322
50.87,323
50.88,324
50.89,325
50.9,326
50.91,327
50.92,328
50.93,329
50.94,330
50.95,331
50.96,332
50.97,333
50.98,334
50.99,335
51,336
51.01,337
51.02,338
51.03,339
51.04,340
51.05,341
51.06,342
51.07,343
51.08,344
51.09,345
51.1,346
51.11,347
51.12,348
51.13,349
51.14,350
51.15,351
51.16,352
51.17,353
51.18,354
51.19,355
51.2,356
51.21,357
51.22,358
51.23,359
51.24,360
51.25,361
51.26,362
51.27,363
51.28,364
51.29,365
51.3,366
51.31,367
51.32,368
51.33,369
51.34,370
51.35,371
51.36,372
51.37,373
51.38,374
51.39,375
51.4,376
51.41,377
51.42,378
51.43,379
51.44,380
51.45,381
51.46,382
51.47,383
51.48,384
51.49,385
51.5,386
51.51,387
51.52,388
51.53,389
51.54,390
51.55,391
51.56,392
51.57,393
51.58,394
51.59,395
51.6,396
51.61,397
51.62,398
51.63,399
51.64,400
51.65,401
51.66,402
51.67,403
51.68,404
51.69,405
51.7,406
51.71,407
51.72,408
51.73,409
51.74,410
51.75,411
51.76,412
51.77,413
51.78,414
51.79,415
51.8,416
51.81,417
51.82,418
51.83,419
51.84,420
51.85,421
51.86,422
51.87,423
51.88,424
51.89,425
51.9,426
51.91,427
51.92,428
51.93,429
51.94,430
51.95,431
51.96,432
51.97,433
51.98,434
51.99,435
52,436
52.01,437
52.02,438
52.03,439
52.04,440
52.05,441
52.06,442
52.07,443
52.08,444
52.09,445
52.1,446
52.11,447
52.12,448
52.13,449
52.14,450
52.15,451
52.16,452
52.17,453
52.18,454
52.19,455
52.2,456
52.21,457
52.22,458
52.23,459
52.24,460
52.25,461
52.26,462
52.27,463
52.28,464
52.29,465
52.3,466
52.31,467
52.32,468
52.33,469
52.34,470
52.35,471
52.36,472
52.37,473
52.38,474
52.39,475
52.4,476
52.41,477
52.42,478
52.43,479
52.44,480
52.45,481
52.46,482
52.47,483
52.48,484
52.49,485
52.5,486
52.51,487
52.52,488
52.53,489
52.54,490
52.55,491
52.56,492
52.57,493
52.58,494
52.59,495
52.6,496
52.61,497
52.62,498
52.63,499
52.64,500
52.65,501
52.66,502
52.67,503
52.68,504
52.69,505
52.7,506
52.71,507
52.72,508
52.73,509
52.74,510
52.75,511
52.76,512
52.77,513
52.78,514
52.79,515
52.8,516
52.81,517
52.82,518
52.83,519
52.84,520
52.85,521
52.86,522
52.87,523
52.88,524
52.89,525
52.9,526
52.91,527
52.92,528
52.93,529
52.94,530
52.95,531
52.96,532
52.97,533
52.98,534
52.99,535
53,536
53.01,537
53.02,538
53.03,539
53.04,540
53.05,541
53.06,542
53.07,543
53.08,544
53.09,545
53.1,546
53.11,547
53.12,548
53.13,549
53.14,550
53.15,551
53.16,552
53.17,553
53.18,554
53.19,555
53.2,556
53.21,557
53.22,558
53.23,559
53.24,560
53.25,561
53.26,562
53.27,563
53.28,564
53.29,565
53.3,566
53.31,567
53.32,568
53.33,569
53.34,570
53.35,571
53.36,572
53.37,573
53.38,574
53.39,575
53.4,576
53.41,577
53.42,578
53.43,579
53.44,580
53.45,581
53.46,582
53.47,583
53.48,584
53.49,585
53.5,586
53.51,587
53.52,588
53.53,589
53.54,590
53.55,591
53.56,592
53.57,593
53.58,594
53.59,595
53.6,596
53.61,597
53.62,598
53.63,599
53.64,600
53.65,601
53.66,602
53.67,603
53.68,604
53.69,605
53.7,606
53.71,607
53.72,608
53.73,609
53.74,610
53.75,611
53.76,612
53.77,613
53.78,614
53.79,615
53.8,616
53.81,617
53.82,618
53.83,619
53.84,620
53.85,621
53.86,622
53.87,623
53.88,624
53.89,625
53.9,626
53.91,627
53.92,628
53.93,629
53.94,630
53.95,631
53.96,632
53.97,633
53.98,634
53.99,635
54,636
54.01,637
54.02,638
54.03,639
54.04,640
54.05,641
54.06,642
54.07,643
54.08,644
54.09,645
54.1,646
54.11,647
54.12,648
54.13,649
54.14,650
54.15,651
54.16,652
54.17,653
54.18,654
54.19,655
54.2,656
54.21,657
54.22,658
54.23,659
54.24,660
54.25,661
54.26,662
54.27,663
54.28,664
54.29,665
54.3,666
54.31,667
54.32,668
54.33,669
54.34,670
54.35,671
54.36,672
54.37,673
54.38,674
54.39,675
54.4,676
54.41,677
54.42,678
54.43,679
54.44,680
54.45,681
54.46,682
54.47,683
54.48,684
54.49,685
54.5,686
54.51,687
54.52,688
54.53,689
54.54,690
54.55,691
54.56,692
54.57,693
54.58,694
54.59,695
54.6,696
54.61,697
54.62,698
54.63,699
54.64,700
54.65,701
54.66,702
54.67,703
54.68,704
54.69,705
54.7,706
54.71,707
54.72,708
54.73,709
54.74,710
54.75,711
54.76,712
54.77,713
54.78,714
54.79,715
54.8,716
54.81,717
54.82,718
54.83,719
54.84,720
54.85,721
54.86,722
54.87,723
54.88,724
54.89,725
54.9,726
54.91,727
54.92,728
54.93,729
54.94,730
54.95,731
54.96,732
54.97,733
54.98,734
54.99,735
55,736
55.01,737
55.02,738
55.03,739
55.04,740
55.05,741
55.06,742
55.07,743
55.08,744
55.09,745
55.1,746
55.11,747
55.12,748
55.13,749
55.14,750
55.15,751
55.16,752
55.17,753
55.18,754
55.19,755
55.2,756
55.21,757
55.22,758
55.23,759
55.24,760
55.25,761
55.26,762
55.27,763
55.28,764
55.29,765
55.3,766
55.31,767
55.32,768
55.33,769
55.34,770
55.35,771
55.36,772
55.37,773
55.38,774
55.39,775
55.4,776
55.41,777
55.42,778
55.43,779
55.44,780
55.45,781
55.46,782
55.47,783
55.48,784
55.49,785
55.5,786
55.51,787
55.52,788
55.53,789
55.54,790
55.55,791
55.56,792
55.57,793
55.58,794
55.59,795
55.6,796
55.61,797
55.62,798
55.63,799
55.64,800
55.65,801
55.66,802
55.67,803
55.68,804
55.69,805
55.7,806
55.71,807
55.72,808
55.73,809
55.74,810
55.75,811
55.76,812
55.77,813
55.78,814
55.79,815
55.8,816
55.81,817
55.82,818
55.83,819
55.84,820
55.85,821
55.86,822
55.87,823
55.88,824
55.89,825
55.9,826
55.91,827
55.92,828
55.93,829
55.94,830
55.95,831
55.96,832
55.97,833
55.98,834
55.99,835
56,836
56.01,837
56.02,838
56.03,839
56.04,840
56.05,841
56.06,842
56.07,843
56.08,844
56.09,845
56.1,846
56.11,847
56.12,848
56.13,849
56.14,850
56.15,851
56.16,852
56.17,853
56.18,854
56.19,855
56.2,856
56.21,857
56.22,858
56.23,859
56.24,860
56.25,861
56.26,862
56.27,863
56.28,864
56.29,865
56.3,866
56.31,867
56.32,868
56.33,869
56.34,870
56.35,871
56.36,872
56.37,873
56.38,874
56.39,875
56.4,876
56.41,877
56.42,878
56.43,879
56.44,880
56.45,881
56.46,882
56.47,883
56.48,884
56.49,885
56.5,886
56.51,887
56.52,888
56.53,889
56.54,890
56.55,891
56.56,892
56.57,893
56.58,894
56.59,895
56.6,896
56.61,897
56.62,898
56.63,899
56.64,900
56.65,901
56.66,902
56.67,903
56.68,904
56.69,905
56.7,906
56.71,907
56.72,908
56.73,909
56.74,910
56.75,911
56.76,912
56.77,913
56.78,914
56.79,915
56.8,916
56.81,917
56.82,918
56.83,919
56.84,920
56.85,921
56.86,922
56.87,923
56.88,924
56.89,925
56.9,926
56.91,927
56.92,928
56.93,929
56.94,930
56.95,931
56.96,932
56.97,933
56.98,934
56.99,935
57,936
57.01,937
57.02,938
57.03,939
57.04,940
57.05,941
57.06,942
57.07,943
57.08,944
57.09,945
57.1,946
57.11,947
57.12,948
57.13,949
57.14,950
57.15,951
57.16,952
57.17,953
57.18,954
57.19,955
57.2,956
57.21,957
57.22,958
57.23,959
57.24,960
57.25,961
57.26,962
57.27,963
57.28,964
57.29,965
57.3,966
57.31,967
57.32,968
57.33,969
57.34,970
57.35,971
57.36,972
57.37,973
57.38,974
57.39,975
57.4,976
57.41,977
57.42,978
57.43,979
57.44,980
57.45,981
57.46,982
57.47,983
57.48,984
57.49,985
57.5,986
57.51,987
57.52,988
57.53,989
57.54,990
57.55,991
57.56,992
57.57,993
57.58,994
57.59,995
57.6,996
57.61,997
57.62,998
57.63,999
57.64,1000
57.65,1001
57.66,1002
57.67,1003
57.68,1004
57.69,1005
57.7,1006
57.71,1007
57.72,1008
57.73,1009
57.74,1010
57.75,1011
57.76,1012
57.77,1013
57.78,1014
57.79,1015
57.8,1016
57.81,1017
57.82,1018
57.83,1019
57.84,1020
57.85,1021
57.86,1022
57.87,1023
57.88,1024
57.89,1025
57.9,1026
57.91,1027
57.92,1028
57.93,1029
57.94,1030
57.95,1031
57.96,1032
57.97,1033
57.98,1034
57.99,1035
58,1036
58.01,1037
58.02,1038
58.03,1039
58.04,1040
58.05,1041
58.06,1042
58.07,1043
58.08,1044
58.09,1045
58.1,1046
58.11,1047
58.12,1048
58.13,1049
58.14,1050
58.15,1051
58.16,1052
58.17,1053
58.18,1054
58.19,1055
58.2,1056
58.21,1057
58.22,1058
58.23,1059
58.24,1060
58.25,1061
58.26,1062
58.27,1063
58.28,1064
58.29,1065
58.3,1066
58.31,1067
58.32,1068
58.33,1069
58.34,1070
58.35,1071
58.36,1072
58.37,1073
58.38,1074
58.39,1075
58.4,1076
58.41,1077
58.42,1078
58.43,1079
58.44,1080
58.45,1081
58.46,1082
