X,frankfurt_urban.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
46.45,1
46.46,2
46.47,3
46.48,4
46.49,5
46.5,6
46.51,7
46.52,8
46.53,9
46.54,10
46.55,11
46.56,12
46.57,13
46.58,14
46.59,15
46.6,16
46.61,17
46.62,18
46.63,19
46.64,20
46.65,21
46.66,22
46.67,23
46.68,24
46.69,25
46.7,26
46.71,27
46.72,28
46.73,29
46.74,30
46.75,31
46.76,32
46.77,33
46.78,34
46.79,35
46.8,36
46.81,37
46.82,38
46.83,39
46.84,40
46.85,41
46.86,42
46.87,43
46.88,44
46.89,45
46.9,46
46.91,47
46.92,48
46.93,49
46.94,50
46.95,51
46.96,52
46.97,53
46.98,54
46.99,55
47,56
47.01,57
47.02,58
47.03,59
47.04,60
47.05,61
47.06,62
47.07,63
47.08,64
47.09,65
47.1,66
47.11,67
47.12,68
47.13,69
47.14,70
47.15,71
47.16,72
47.17,73
47.18,74
47.19,75
47.2,76
47.21,77
47.22,78
47.23,79
47.24,80
47.25,81
47.26,82
47.27,83
47.28,84
47.29,85
47.3,86
47.31,87
47.32,88
47.33,89
47.34,90
47.35,91
47.36,92
47.37,93
47.38,94
47.39,95
47.4,96
47.41,97
47.42,98
47.43,99
47.44,100
47.45,101
47.46,102
47.47,103
47.48,104
47.49,105
47.5,106
47.51,107
47.52,108
47.53,109
47.54,110
47.55,111
47.56,112
47.57,113
47.58,114
47.59,115
47.6,116
47.61,117
47.62,118
47.63,119
47.64,120
47.65,121
47.66,122
47.67,123
47.68,124
47.69,125
47.7,126
47.71,127
47.72,128
47.73,129
47.74,130
47.75,131
47.76,132
47.77,133
47.78,134
47.79,135
47.8,136
47.81,137
47.82,138
47.83,139
47.84,140
47.85,141
47.86,142
47.87,143
47.88,144
47.89,145
47.9,146
47.91,147
47.92,148
47.93,149
47.94,150
47.95,151
47.96,152
47.97,153
47.98,154
47.99,155
48,156
48.01,157
48.02,158
48.03,159
48.04,160
48.05,161
48.06,162
48.07,163
48.08,164
48.09,165
48.1,166
48.11,167
48.12,168
48.13,169
48.14,170
48.15,171
48.16,172
48.17,173
48.18,174
48.19,175
48.2,176
48.21,177
48.22,178
48.23,179
48.24,180
48.25,181
48.26,182
48.27,183
48.28,184
48.29,185
48.3,186
48.31,187
48.32,188
48.33,189
48.34,190
48.35,191
48.36,192
48.37,193
48.38,194
48.39,195
48.4,196
48.41,197
48.42,198
48.43,199
48.44,200
48.45,201
48.46,202
48.47,203
48.48,204
48.49,205
48.5,206
48.51,207
48.52,208
48.53,209
48.54,210
48.55,211
48.56,212
48.57,213
48.58,214
48.59,215
48.6,216
48.61,217
48.62,218
48.63,219
48.64,220
48.65,221
48.66,222
48.67,223
48.68,224
48.69,225
48.7,226
48.71,227
48.72,228
48.73,229
48.74,230
48.75,231
48.76,232
48.77,233
48.78,234
48.79,235
48.8,236
48.81,237
48.82,238
48.83,239
48.84,240
48.85,241
48.86,242
48.87,243
48.88,244
48.89,245
48.9,246
48.91,247
48.92,248
48.93,249
48.94,250
48.95,251
48.96,252
48.97,253
48.98,254
48.99,255
49,256
49.01,257
49.02,258
49.03,259
49.04,260
49.05,261
49.06,262
49.07,263
49.08,264
49.09,265
49.1,266
49.11,267
49.12,268
49.13,269
49.14,270
49.15,271
49.16,272
49.17,273
49.18,274
49.19,275
49.2,276
49.21,277
49.22,278
49.23,279
49.24,280
49.25,281
49.26,282
49.27,283
49.28,284
49.29,285
49.3,286
49.31,287
49.32,288
49.33,289
49.34,290
49.35,291
49.36,292
49.37,293
49.38,294
49.39,295
49.4,296
49.41,297
49.42,298
49.43,299
49.44,300
49.45,301
49.46,302
49.47,303
49.48,304
49.49,305
49.5,306
49.51,307
49.52,308
49.53,309
49.54,310
49.55,311
49.56,312
49.57,313
49.58,314
49.59,315
49.6,316
49.61,317
49.62,318
49.63,319
49.64,320
49.65,321
49.66,322
49.67,323
49.68,324
49.69,325
49.7,326
49.71,327
49.72,328
49.73,329
49.74,330
49.75,331
49.76,332
49.77,333
49.78,334
49.79,335
49.8,336
49.81,337
49.82,338
49.83,339
49.84,340
49.85,341
49.86,342
49.87,343
49.88,344
49.89,345
49.9,346
49.91,347
49.92,348
49.93,349
49.94,350
49.95,351
49.96,352
49.97,353
49.98,354
49.99,355
50,356
50.01,357
50.02,358
50.03,359
50.04,360
50.05,361
50.06,362
50.07,363
50.08,364
50.09,365
50.1,366
50.11,367
50.12,368
50.13,369
50.14,370
50.15,371
50.16,372
50.17,373
50.18,374
50.19,375
50.2,376
50.21,377
50.22,378
50.23,379
50.24,380
50.25,381
50.26,382
50.27,383
50.28,384
50.29,385
50.3,386
50.31,387
50.32,388
50.33,389
50.34,390
50.35,391
50.36,392
50.37,393
50.38,394
50.39,395
50.4,396
50.41,397
50.42,398
50.43,399
50.44,400
50.45,401
50.46,402
50.47,403
50.48,404
50.49,405
50.5,406
50.51,407
50.52,408
50.53,409
50.54,410
50.55,411
50.56,412
50.57,413
50.58,414
50.59,415
50.6,416
50.61,417
50.62,418
50.63,419
50.64,420
50.65,421
50.66,422
50.67,423
50.68,424
50.69,425
50.7,426
50.71,427
50.72,428
50.73,429
50.74,430
50.75,431
50.76,432
50.77,433
50.78,434
50.79,435
50.8,436
50.81,437
50.82,438
50.83,439
50.84,440
50.85,441
