X,frankfurt_urban.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
42.02,1
42.03,2
42.04,3
42.05,4
42.06,5
42.07,6
42.08,7
42.09,8
42.1,9
42.11,10
42.12,11
42.13,12
42.14,13
42.15,14
42.16,15
42.17,16
42.18,17
42.19,18
42.2,19
42.21,20
42.22,21
42.23,22
42.24,23
42.25,24
42.26,25
42.27,26
42.28,27
42.29,28
42.3,29
42.31,30
42.32,31
42.33,32
42.34,33
42.35,34
42.36,35
42.37,36
42.38,37
42.39,38
42.4,39
42.41,40
42.42,41
42.43,42
42.44,43
42.45,44
42.46,45
42.47,46
42.48,47
42.49,48
42.5,49
42.51,50
42.52,51
42.53,52
42.54,53
42.55,54
42.56,55
42.57,56
42.58,57
42.59,58
42.6,59
42.61,60
42.62,61
42.63,62
42.64,63
42.65,64
42.66,65
42.67,66
42.68,67
42.69,68
42.7,69
42.71,70
42.72,71
42.73,72
42.74,73
42.75,74
42.76,75
42.77,76
42.78,77
42.79,78
42.8,79
42.81,80
42.82,81
42.83,82
42.84,83
42.85,84
42.86,85
42.87,86
42.88,87
42.89,88
42.9,89
42.91,90
42.92,91
42.93,92
42.94,93
42.95,94
42.96,95
42.97,96
42.98,97
42.99,98
43,99
43.01,100
43.02,101
43.03,102
43.04,103
43.05,104
43.06,105
43.07,106
43.08,107
43.09,108
43.1,109
43.11,110
43.12,111
43.13,112
43.14,113
43.15,114
43.16,115
43.17,116
43.18,117
43.19,118
43.2,119
43.21,120
43.22,121
43.23,122
43.24,123
43.25,124
43.26,125
43.27,126
43.28,127
43.29,128
43.3,129
43.31,130
43.32,131
43.33,132
43.34,133
43.35,134
43.36,135
43.37,136
43.38,137
43.39,138
43.4,139
43.41,140
43.42,141
43.43,142
43.44,143
43.45,144
43.46,145
43.47,146
43.48,147
43.49,148
43.5,149
43.51,150
43.52,151
43.53,152
43.54,153
43.55,154
43.56,155
43.57,156
43.58,157
43.59,158
43.6,159
43.61,160
43.62,161
43.63,162
43.64,163
43.65,164
43.66,165
43.67,166
43.68,167
43.69,168
43.7,169
43.71,170
43.72,171
43.73,172
43.74,173
43.75,174
43.76,175
43.77,176
43.78,177
43.79,178
43.8,179
43.81,180
43.82,181
43.83,182
43.84,183
43.85,184
43.86,185
43.87,186
43.88,187
43.89,188
43.9,189
43.91,190
43.92,191
43.93,192
43.94,193
43.95,194
43.96,195
43.97,196
43.98,197
43.99,198
44,199
44.01,200
44.02,201
44.03,202
44.04,203
44.05,204
44.06,205
44.07,206
44.08,207
44.09,208
44.1,209
44.11,210
44.12,211
44.13,212
44.14,213
44.15,214
44.16,215
44.17,216
44.18,217
44.19,218
44.2,219
44.21,220
44.22,221
44.23,222
44.24,223
44.25,224
44.26,225
44.27,226
44.28,227
44.29,228
44.3,229
44.31,230
44.32,231
44.33,232
44.34,233
44.35,234
44.36,235
44.37,236
44.38,237
44.39,238
44.4,239
44.41,240
44.42,241
44.43,242
44.44,243
44.45,244
44.46,245
44.47,246
44.48,247
44.49,248
44.5,249
44.51,250
