X,frankfurt_urban.MA[0].idLayer/sequenceUpdateCa:vector
62.65871808139,1
101.595841759379,2
105.444400047546,3
105.944400047546,4
106.444400047546,5
106.576188461064,6
165.271454385885,7
229.787839247152,8
325.069136588781,9
