X,frankfurt_urban.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
48.02,1
48.03,2
48.04,3
48.05,4
48.06,5
48.07,6
48.08,7
48.09,8
48.1,9
48.11,10
48.12,11
48.13,12
48.14,13
48.15,14
48.16,15
48.17,16
48.18,17
48.19,18
48.2,19
48.21,20
48.22,21
48.23,22
48.24,23
48.25,24
48.26,25
48.27,26
48.28,27
48.29,28
48.3,29
48.31,30
48.32,31
48.33,32
48.34,33
48.35,34
48.36,35
48.37,36
48.38,37
48.39,38
48.4,39
48.41,40
48.42,41
48.43,42
48.44,43
48.45,44
48.46,45
48.47,46
48.48,47
48.49,48
48.5,49
48.51,50
48.52,51
48.53,52
48.54,53
48.55,54
48.56,55
48.57,56
48.58,57
48.59,58
48.6,59
48.61,60
48.62,61
48.63,62
48.64,63
48.65,64
48.66,65
48.67,66
48.68,67
48.69,68
48.7,69
48.71,70
48.72,71
48.73,72
48.74,73
48.75,74
48.76,75
48.77,76
48.78,77
48.79,78
48.8,79
48.81,80
48.82,81
48.83,82
48.84,83
48.85,84
48.86,85
48.87,86
48.88,87
48.89,88
48.9,89
48.91,90
48.92,91
48.93,92
48.94,93
48.95,94
48.96,95
48.97,96
48.98,97
48.99,98
49,99
49.01,100
49.02,101
49.03,102
49.04,103
49.05,104
49.06,105
49.07,106
49.08,107
49.09,108
49.1,109
49.11,110
49.12,111
49.13,112
49.14,113
49.15,114
49.16,115
49.17,116
49.18,117
49.19,118
49.2,119
49.21,120
49.22,121
49.23,122
49.24,123
49.25,124
49.26,125
49.27,126
49.28,127
49.29,128
49.3,129
49.31,130
49.32,131
49.33,132
49.34,133
49.35,134
49.36,135
49.37,136
49.38,137
49.39,138
49.4,139
49.41,140
49.42,141
49.43,142
49.44,143
49.45,144
49.46,145
49.47,146
49.48,147
49.49,148
49.5,149
49.51,150
49.52,151
49.53,152
49.54,153
49.55,154
49.56,155
49.57,156
49.58,157
49.59,158
49.6,159
49.61,160
49.62,161
49.63,162
49.64,163
49.65,164
49.66,165
49.67,166
49.68,167
49.69,168
49.7,169
49.71,170
49.72,171
49.73,172
49.74,173
49.75,174
49.76,175
49.77,176
49.78,177
49.79,178
49.8,179
49.81,180
49.82,181
49.83,182
49.84,183
49.85,184
49.86,185
49.87,186
49.88,187
49.89,188
49.9,189
49.91,190
49.92,191
49.93,192
49.94,193
49.95,194
49.96,195
49.97,196
49.98,197
49.99,198
50,199
50.01,200
50.02,201
50.03,202
50.04,203
50.05,204
50.06,205
50.07,206
50.08,207
50.09,208
50.1,209
50.11,210
50.12,211
50.13,212
50.14,213
50.15,214
50.16,215
50.17,216
50.18,217
50.19,218
50.2,219
50.21,220
50.22,221
50.23,222
50.24,223
50.25,224
50.26,225
