X,frankfurt_urban.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
43.7,1
43.71,2
43.72,3
43.73,4
43.74,5
43.75,6
43.76,7
43.77,8
43.78,9
43.79,10
43.8,11
43.81,12
43.82,13
43.83,14
43.84,15
43.85,16
43.86,17
43.87,18
43.88,19
43.89,20
43.9,21
43.91,22
43.92,23
43.93,24
43.94,25
43.95,26
43.96,27
43.97,28
43.98,29
43.99,30
44,31
44.01,32
44.02,33
44.03,34
44.04,35
44.05,36
44.06,37
44.07,38
44.08,39
44.09,40
44.1,41
44.11,42
44.12,43
44.13,44
44.14,45
44.15,46
44.16,47
44.17,48
44.18,49
44.19,50
44.2,51
44.21,52
44.22,53
44.23,54
44.24,55
44.25,56
44.26,57
44.27,58
44.28,59
44.29,60
44.3,61
44.31,62
44.32,63
44.33,64
44.34,65
44.35,66
44.36,67
44.37,68
44.38,69
44.39,70
44.4,71
44.41,72
44.42,73
44.43,74
44.44,75
44.45,76
44.46,77
44.47,78
44.48,79
44.49,80
44.5,81
44.51,82
44.52,83
44.53,84
44.54,85
44.55,86
44.56,87
44.57,88
44.58,89
44.59,90
44.6,91
44.61,92
44.62,93
44.63,94
44.64,95
44.65,96
44.66,97
44.67,98
44.68,99
44.69,100
44.7,101
44.71,102
44.72,103
44.73,104
44.74,105
44.75,106
44.76,107
44.77,108
44.78,109
44.79,110
44.8,111
44.81,112
44.82,113
44.83,114
44.84,115
44.85,116
44.86,117
44.87,118
44.88,119
44.89,120
44.9,121
44.91,122
44.92,123
44.93,124
44.94,125
44.95,126
44.96,127
44.97,128
44.98,129
44.99,130
45,131
45.01,132
45.02,133
45.03,134
45.04,135
45.05,136
45.06,137
45.07,138
45.08,139
45.09,140
45.1,141
45.11,142
45.12,143
45.13,144
45.14,145
45.15,146
45.16,147
45.17,148
45.18,149
45.19,150
45.2,151
45.21,152
45.22,153
45.23,154
45.24,155
45.25,156
45.26,157
45.27,158
45.28,159
45.29,160
45.3,161
45.31,162
45.32,163
45.33,164
45.34,165
45.35,166
45.36,167
45.37,168
45.38,169
45.39,170
45.4,171
45.41,172
45.42,173
45.43,174
45.44,175
45.45,176
45.46,177
45.47,178
45.48,179
45.49,180
45.5,181
45.51,182
45.52,183
45.53,184
45.54,185
45.55,186
45.56,187
45.57,188
45.58,189
45.59,190
45.6,191
45.61,192
45.62,193
45.63,194
45.64,195
45.65,196
45.66,197
45.67,198
45.68,199
45.69,200
45.7,201
45.71,202
45.72,203
45.73,204
45.74,205
45.75,206
45.76,207
45.77,208
45.78,209
45.79,210
45.8,211
45.81,212
45.82,213
45.83,214
45.84,215
45.85,216
45.86,217
45.87,218
45.88,219
45.89,220
45.9,221
45.91,222
45.92,223
45.93,224
45.94,225
45.95,226
45.96,227
45.97,228
45.98,229
45.99,230
46,231
46.01,232
46.02,233
46.03,234
46.04,235
46.05,236
46.06,237
46.07,238
46.08,239
46.09,240
46.1,241
46.11,242
46.12,243
46.13,244
46.14,245
46.15,246
46.16,247
46.17,248
46.18,249
46.19,250
46.2,251
46.21,252
46.22,253
46.23,254
46.24,255
46.25,256
46.26,257
46.27,258
46.28,259
46.29,260
46.3,261
46.31,262
46.32,263
46.33,264
46.34,265
46.35,266
46.36,267
46.37,268
46.38,269
46.39,270
46.4,271
46.41,272
46.42,273
46.43,274
46.44,275
46.45,276
46.46,277
46.47,278
46.48,279
46.49,280
46.5,281
46.51,282
46.52,283
46.53,284
46.54,285
46.55,286
46.56,287
46.57,288
46.58,289
46.59,290
46.6,291
46.61,292
46.62,293
46.63,294
46.64,295
46.65,296
46.66,297
46.67,298
46.68,299
46.69,300
46.7,301
46.71,302
46.72,303
46.73,304
46.74,305
46.75,306
46.76,307
46.77,308
46.78,309
46.79,310
46.8,311
46.81,312
46.82,313
46.83,314
46.84,315
46.85,316
46.86,317
46.87,318
46.88,319
46.89,320
46.9,321
46.91,322
46.92,323
46.93,324
46.94,325
46.95,326
46.96,327
46.97,328
46.98,329
46.99,330
47,331
47.01,332
47.02,333
47.03,334
47.04,335
47.05,336
47.06,337
47.07,338
47.08,339
47.09,340
47.1,341
47.11,342
47.12,343
47.13,344
47.14,345
47.15,346
47.16,347
47.17,348
47.18,349
47.19,350
47.2,351
47.21,352
47.22,353
47.23,354
47.24,355
47.25,356
47.26,357
47.27,358
47.28,359
47.29,360
47.3,361
47.31,362
47.32,363
47.33,364
47.34,365
47.35,366
47.36,367
47.37,368
47.38,369
47.39,370
47.4,371
47.41,372
47.42,373
47.43,374
47.44,375
47.45,376
47.46,377
47.47,378
47.48,379
47.49,380
47.5,381
47.51,382
47.52,383
47.53,384
47.54,385
47.55,386
47.56,387
47.57,388
47.58,389
47.59,390
47.6,391
47.61,392
47.62,393
47.63,394
47.64,395
47.65,396
47.66,397
47.67,398
47.68,399
47.69,400
47.7,401
47.71,402
47.72,403
47.73,404
47.74,405
47.75,406
47.76,407
47.77,408
47.78,409
47.79,410
47.8,411
47.81,412
47.82,413
47.83,414
47.84,415
47.85,416
47.86,417
47.87,418
47.88,419
47.89,420
47.9,421
47.91,422
47.92,423
47.93,424
47.94,425
47.95,426
47.96,427
47.97,428
47.98,429
47.99,430
48,431
48.01,432
48.02,433
48.03,434
48.04,435
48.05,436
48.06,437
48.07,438
48.08,439
48.09,440
48.1,441
48.11,442
48.12,443
48.13,444
48.14,445
48.15,446
48.16,447
48.17,448
48.18,449
48.19,450
48.2,451
48.21,452
48.22,453
48.23,454
48.24,455
48.25,456
48.26,457
48.27,458
48.28,459
48.29,460
48.3,461
48.31,462
48.32,463
48.33,464
48.34,465
48.35,466
48.36,467
48.37,468
48.38,469
48.39,470
48.4,471
48.41,472
48.42,473
48.43,474
48.44,475
48.45,476
48.46,477
