X,frankfurt_urban.MA[0].idLayer/sequenceUpdateCa:vector
58.80274935057,1
101.915405510525,2
158.673290356651,3
224.874225209027,4
225.374225209027,5
225.874225209027,6
226.374225209027,7
226.874225209027,8
339.234522382624,9
