X,frankfurt_urban.MA[0].udpApp[0]/rcvdPkLifetime:vector
30.254265897512,0.114266
30.254907615862,0.104908
30.256706334212,0.0967063
30.259078040307,0.089078
30.269078040307,0.089078
30.279078040307,0.089078
30.289078053954,0.0890781
30.299078053954,0.0890781
30.309078067659,0.0890781
30.320099865712,0.0900999
30.329911067659,0.0899111
30.342181645314,0.0921816
30.349078067659,0.0890781
30.359078067659,0.0890781
30.369078067659,0.0890781
30.379078067659,0.0890781
30.390055081364,0.0900551
30.399848081364,0.0898481
30.409568061248,0.0895681
30.419397263195,0.0893973
30.42939209509,0.0893921
30.43907809509,0.0890781
30.454251868302,0.0942519
30.45907809509,0.0890781
30.46907809509,0.0890781
30.4796762769,0.0896763
30.489487290626,0.0894873
30.499078108816,0.0890781
30.50907812257,0.0890781
30.51907812257,0.0890781
30.52907812257,0.0890781
30.541829250584,0.0918293
30.54907812257,0.0890781
30.55907812257,0.0890781
30.56907812257,0.0890781
30.57907812257,0.0890781
30.589667662131,0.0896677
30.599628525048,0.0896285
30.609078150107,0.0890782
30.619078150107,0.0890782
30.629358700417,0.0893587
30.639078150107,0.0890782
30.649078150107,0.0890782
30.659078150107,0.0890782
30.669078150107,0.0890782
30.679078150107,0.0890782
30.68907816389,0.0890782
30.69907816389,0.0890782
30.709078177709,0.0890782
30.719078177709,0.0890782
30.729078177709,0.0890782
30.740149428262,0.0901494
30.751398755478,0.0913988
30.759951177709,0.0899512
30.769078177709,0.0890782
30.779078177709,0.0890782
30.791755047452,0.091755
30.799078191528,0.0890782
30.809078205365,0.0890782
30.819078205365,0.0890782
30.83307166675,0.0930717
30.840867061289,0.0908671
30.853641783152,0.0936418
30.859893205365,0.0898932
30.869078205365,0.0890782
30.879694497339,0.0896945
30.889735219202,0.0897352
30.899078219202,0.0890782
30.909762233073,0.0897622
30.921110116671,0.0911101
30.929078233073,0.0890782
30.939078233073,0.0890782
30.949460538884,0.0894605
30.961612334689,0.0916123
30.969078233073,0.0890782
30.979176552721,0.0891766
30.989078246944,0.0890782
30.999356580463,0.0893566
31.009078260871,0.0890783
31.019078260871,0.0890783
31.029078260871,0.0890783
31.039078260871,0.0890783
31.049803784666,0.0898038
31.061830838748,0.0918308
31.070122260871,0.0901223
31.079078260871,0.0890783
31.089078274798,0.0890783
31.099078274798,0.0890783
31.110172288822,0.0901723
31.119078288822,0.0890783
31.129920288822,0.0899203
31.139425173934,0.0894252
31.149392288822,0.0893923
31.159707650139,0.0897077
