X,frankfurt_urban.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
45.21,1
45.22,2
45.23,3
45.24,4
45.25,5
45.26,6
45.27,7
45.28,8
45.29,9
45.3,10
45.31,11
45.32,12
45.33,13
45.34,14
45.35,15
45.36,16
45.37,17
45.38,18
45.39,19
45.4,20
45.41,21
45.42,22
45.43,23
45.44,24
45.45,25
45.46,26
45.47,27
45.48,28
45.49,29
45.5,30
45.51,31
45.52,32
45.53,33
45.54,34
45.55,35
45.56,36
45.57,37
45.58,38
45.59,39
45.6,40
45.61,41
45.62,42
45.63,43
45.64,44
45.65,45
45.66,46
45.67,47
45.68,48
45.69,49
45.7,50
45.71,51
45.72,52
45.73,53
45.74,54
45.75,55
45.76,56
45.77,57
45.78,58
45.79,59
45.8,60
45.81,61
45.82,62
45.83,63
45.84,64
45.85,65
45.86,66
45.87,67
45.88,68
45.89,69
45.9,70
45.91,71
45.92,72
45.93,73
45.94,74
45.95,75
45.96,76
45.97,77
45.98,78
45.99,79
46,80
46.01,81
46.02,82
46.03,83
46.04,84
46.05,85
46.06,86
46.07,87
46.08,88
46.09,89
46.1,90
46.11,91
46.12,92
46.13,93
46.14,94
46.15,95
46.16,96
46.17,97
46.18,98
46.19,99
46.2,100
46.21,101
46.22,102
46.23,103
46.24,104
46.25,105
46.26,106
46.27,107
46.28,108
46.29,109
46.3,110
46.31,111
46.32,112
46.33,113
46.34,114
46.35,115
46.36,116
46.37,117
46.38,118
46.39,119
46.4,120
46.41,121
46.42,122
46.43,123
46.44,124
46.45,125
46.46,126
46.47,127
46.48,128
46.49,129
46.5,130
46.51,131
46.52,132
46.53,133
46.54,134
46.55,135
46.56,136
46.57,137
46.58,138
46.59,139
46.6,140
46.61,141
46.62,142
46.63,143
46.64,144
46.65,145
46.66,146
46.67,147
46.68,148
46.69,149
46.7,150
46.71,151
46.72,152
46.73,153
46.74,154
46.75,155
46.76,156
46.77,157
46.78,158
46.79,159
46.8,160
46.81,161
46.82,162
46.83,163
46.84,164
46.85,165
46.86,166
46.87,167
46.88,168
46.89,169
46.9,170
46.91,171
46.92,172
46.93,173
46.94,174
46.95,175
46.96,176
46.97,177
46.98,178
46.99,179
47,180
47.01,181
47.02,182
47.03,183
47.04,184
47.05,185
47.06,186
47.07,187
47.08,188
47.09,189
47.1,190
47.11,191
47.12,192
47.13,193
47.14,194
47.15,195
47.16,196
47.17,197
47.18,198
47.19,199
47.2,200
47.21,201
47.22,202
47.23,203
47.24,204
47.25,205
47.26,206
47.27,207
47.28,208
47.29,209
47.3,210
47.31,211
47.32,212
47.33,213
47.34,214
47.35,215
47.36,216
47.37,217
47.38,218
47.39,219
47.4,220
47.41,221
47.42,222
47.43,223
47.44,224
47.45,225
47.46,226
47.47,227
47.48,228
47.49,229
47.5,230
47.51,231
47.52,232
47.53,233
47.54,234
47.55,235
47.56,236
47.57,237
47.58,238
47.59,239
47.6,240
47.61,241
47.62,242
47.63,243
47.64,244
47.65,245
47.66,246
47.67,247
47.68,248
47.69,249
47.7,250
47.71,251
47.72,252
47.73,253
47.74,254
47.75,255
47.76,256
47.77,257
47.78,258
47.79,259
47.8,260
47.81,261
47.82,262
47.83,263
47.84,264
47.85,265
47.86,266
47.87,267
47.88,268
47.89,269
47.9,270
47.91,271
47.92,272
47.93,273
47.94,274
47.95,275
47.96,276
47.97,277
47.98,278
47.99,279
48,280
48.01,281
48.02,282
48.03,283
48.04,284
48.05,285
48.06,286
48.07,287
48.08,288
48.09,289
48.1,290
48.11,291
48.12,292
48.13,293
48.14,294
48.15,295
48.16,296
48.17,297
48.18,298
48.19,299
48.2,300
48.21,301
48.22,302
48.23,303
48.24,304
48.25,305
48.26,306
48.27,307
48.28,308
48.29,309
48.3,310
48.31,311
48.32,312
48.33,313
48.34,314
48.35,315
48.36,316
48.37,317
48.38,318
48.39,319
48.4,320
48.41,321
48.42,322
48.43,323
48.44,324
48.45,325
48.46,326
48.47,327
48.48,328
48.49,329
48.5,330
48.51,331
48.52,332
48.53,333
48.54,334
48.55,335
48.56,336
48.57,337
48.58,338
48.59,339
48.6,340
48.61,341
48.62,342
48.63,343
48.64,344
48.65,345
48.66,346
48.67,347
48.68,348
48.69,349
48.7,350
48.71,351
48.72,352
48.73,353
48.74,354
48.75,355
48.76,356
48.77,357
48.78,358
48.79,359
48.8,360
48.81,361
48.82,362
48.83,363
48.84,364
48.85,365
48.86,366
48.87,367
48.88,368
48.89,369
48.9,370
48.91,371
48.92,372
48.93,373
48.94,374
48.95,375
48.96,376
48.97,377
48.98,378
48.99,379
49,380
49.01,381
49.02,382
49.03,383
49.04,384
49.05,385
49.06,386
49.07,387
49.08,388
49.09,389
49.1,390
49.11,391
49.12,392
49.13,393
49.14,394
49.15,395
49.16,396
49.17,397
49.18,398
49.19,399
49.2,400
49.21,401
49.22,402
49.23,403
49.24,404
49.25,405
49.26,406
49.27,407
49.28,408
49.29,409
49.3,410
49.31,411
49.32,412
49.33,413
49.34,414
49.35,415
49.36,416
49.37,417
49.38,418
49.39,419
49.4,420
49.41,421
