X,frankfurt_urban.MA[0].udp/rcvdPk:vector(packetBytes),frankfurt_urban.MA[0].udpApp[0]/rcvdPk:vector(packetBytes)
30.254497100163,1008,1000
30.255219827379,1008,1000
30.255933554595,1008,1000
30.258997673669,1008,1000
30.268997673669,1008,1000
30.280109673669,1008,1000
30.288997687294,1008,1000
30.299382835993,1008,1000
30.308997700921,1008,1000
30.320931014764,1008,1000
30.336323700921,1008,1000
30.339792252185,1008,1000
30.348997700921,1008,1000
30.358997700921,1008,1000
30.370062207444,1008,1000
30.378997700921,1008,1000
30.389974714548,1008,1000
30.399874973659,1008,1000
30.411877676234,1008,1000
30.418997728249,1008,1000
30.429220086072,1008,1000
30.43998776213,1008,1000
30.448997728249,1008,1000
30.459463041331,1008,1000
30.468997728249,1008,1000
30.479330548435,1008,1000
30.490081821247,1008,1000
30.49983074195,1008,1000
30.508997755667,1008,1000
30.521214703668,1008,1000
30.529532623435,1008,1000
30.538997755667,1008,1000
30.548997755667,1008,1000
30.558997755667,1008,1000
30.568997755667,1008,1000
30.579536682552,1008,1000
30.589123616972,1008,1000
30.599311769384,1008,1000
30.609311783146,1008,1000
30.619794783146,1008,1000
30.637651731192,1008,1000
30.638997783146,1008,1000
30.649486876161,1008,1000
30.658997783146,1008,1000
30.668997783146,1008,1000
30.680051377641,1008,1000
30.689956796908,1008,1000
30.698997796908,1008,1000
30.709843699492,1008,1000
30.718997810708,1008,1000
30.728997810708,1008,1000
30.738997810708,1008,1000
30.749596810708,1008,1000
30.758997810708,1008,1000
30.770006293987,1008,1000
30.780217713254,1008,1000
30.788997824508,1008,1000
30.801471521668,1008,1000
30.810918786392,1008,1000
30.818997838308,1008,1000
30.828997838308,1008,1000
30.838997838308,1008,1000
30.848997838308,1008,1000
30.860178990313,1008,1000
30.870828786392,1008,1000
30.878997838308,1008,1000
30.889514587384,1008,1000
30.898997852108,1008,1000
30.908997865937,1008,1000
30.918997865937,1008,1000
30.928997865937,1008,1000
30.938997865937,1008,1000
30.95082881405,1008,1000
30.958997865937,1008,1000
30.969015994125,1008,1000
30.981981865937,1008,1000
30.989609879766,1008,1000
