X,frankfurt_urban_n_vehicles_multi_radio.MA[0].udpApp[0]/endToEndDelay:vector
30.811386165679,0.00492934
30.818650974721,0.00219415
30.828650974721,0.00219415
30.838650974721,0.00219415
30.848650974721,0.00219415
30.868638974721,0.0121821
30.870762326413,0.0043055
30.879312974721,0.00285615
30.889645974721,0.00318915
30.898650974721,0.00219415
30.910496983748,0.00404016
30.918650983748,0.00219416
30.928650983748,0.00219416
30.939835727164,0.0033789
30.948650983748,0.00219416
30.962859983748,0.00640316
30.969519983748,0.00306316
30.979537983748,0.00308116
30.988650983748,0.00219416
30.998650983748,0.00219416
31.009366992777,0.00291017
31.018650992777,0.00219417
31.028650992777,0.00219417
31.038650992777,0.00219417
31.048650992777,0.00219417
31.059501992777,0.00304517
31.068650992777,0.00219417
31.078650992777,0.00219417
31.091009992777,0.00455317
31.098650992777,0.00219417
31.108651001662,0.00219418
31.120515001662,0.00405818
31.128651001662,0.00219418
31.140182001662,0.00372518
31.149511001662,0.00305418
31.158651001662,0.00219418
31.169727001662,0.00327018
31.179691001662,0.00323418
31.198022001662,0.0115652
31.202306415978,0.00584959
31.208651010404,0.00219418
31.218715482606,0.00225866
31.228651010404,0.00219418
31.238651010404,0.00219418
31.249691010404,0.00323418
31.258651010404,0.00219418
