X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
203.571078534226,1
204.571078534226,2
206.571078534226,3
210.571078534226,4
218.571078534226,5
234.571078534226,6
266.571078534226,7
298.571078534226,8
298.736678982875,1
299.736678982875,2
301.736678982875,3
305.736678982875,4
313.736678982875,5
329.736678982875,6
341.448346376862,1
342.448346376862,2
344.448346376862,3
348.448346376862,4
356.448346376862,5
372.448346376862,6
404.433054211112,1
