X,frankfurt_urban_n_vehicles_mipv6.MA[5].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
179.097236290698,1
180.097236290698,2
182.097236290698,3
186.097236290698,4
194.097236290698,5
210.097236290698,6
242.097236290698,7
274.097236290698,8
297.116730183742,1
298.116730183742,2
300.116730183742,3
304.116730183742,4
312.116730183742,5
328.116730183742,6
345.749229583847,1
346.749229583847,2
348.749229583847,3
352.749229583847,4
360.749229583847,5
376.749229583847,6
387.456472830233,1
388.456472830233,2
390.456472830233,3
394.456472830233,4
402.456472830233,5
