X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
193.544573148333,1
194.544573148333,2
196.544573148333,3
200.544573148333,4
208.544573148333,5
224.544573148333,6
256.544573148333,7
288.544573148333,8
289.77643755521,1
290.77643755521,2
292.77643755521,3
296.77643755521,4
304.77643755521,5
320.77643755521,6
335.597857298604,1
336.597857298604,2
338.597857298604,3
342.597857298604,4
350.597857298604,5
366.597857298604,6
396.853124724553,1
397.853124724553,2
399.853124724553,3
