X,frankfurt_urban_n_vehicles_multi_radio.MA[0].tcpApp[0]/endToEndDelay:vector
31.007311513354,0.076308
31.05624504901,0.0389335
31.110992024923,0.044747
31.193740599513,0.0727486
31.253135622659,0.049395
31.298667242073,0.0355316
31.381307184013,0.0726399
31.433352289307,0.0420451
31.490228866671,0.0468766
31.550895523721,0.0506667
31.607075749053,0.0461802
31.665864888793,0.0487891
31.717073293877,0.0412084
31.768086867795,0.0410136
31.821173211757,0.0430863
31.871493097805,0.0403199
31.957258248492,0.0757652
32.011357403312,0.0440992
32.083315700322,0.0619583
32.139738721091,0.046423
32.192644579623,0.0429059
32.238452290031,0.0358077
32.304746571145,0.0562943
32.368534620252,0.053788
32.435079205408,0.0565446
32.498218391951,0.0531392
32.606121682598,0.0979033
32.669532863526,0.0534112
32.750337351904,0.0708045
32.834645212772,0.0743079
32.894307726959,0.0496625
32.969092163575,0.0647844
33.080040180746,0.100948
33.182306806494,0.0922666
34.2805543123,1.08825
34.361417330692,0.070863
35.477186750251,1.10577
35.92434540711,0.437159
36.023912493903,0.0895671
